STATE BANK OF INDIA - Account Statement
Account Number : 37853420993
Account Name   : KAVYA THAPAR
Branch         : BALLYGUNGE
IFSC Code      : SBIN0316919
Statement Period: 01-12-2024 To 09-05-2026

+------------+------------+------------------+----------------------------------------------------+----------------+----------------+----------------+----------------+
| Trans Dt   | Value Dt   | Transn ID        | Transaction Particulars                            | Ins Number     | Debit          | Credit         | Balance        |
| 12-04-2025 | 12-04-2025 | 888194687653     | UPI/DR/315390608160/Nykaa/PAYTM/nykaa@razorpay/UPI | 888194687653   | 1,050.12       |                | 1,087,143.07   |
| 12-04-2025 | 12-04-2025 | 392960767520     | UPI/DR/605236528122/Amazon/ICICI/amazon@apl/UPI    | 392960767520   | 2,050.84       |                | 1,085,092.23   |
| 13-04-2025 | 13-04-2025 | 250734948479     | UPI/DR/439251711375/Yogesh/UTIB/8806286052@apl/UPI | 250734948479   | 16,200.04      |                | 1,068,892.19   |
| 14-04-2025 | 14-04-2025 | 142859613588     | UPI/CR/043574889956/Anil/PUNB/anil929@ptsbi/UPI    | 142859613588   |                | 1,300.12       | 1,070,192.31   |
| 15-04-2025 | 15-04-2025 | 207313280720     | UPI/DR/133214204620/Jio/ICICI/jio@paytm/UPI        | 207313280720   | 2,530.99       |                | 1,067,661.32   |
| 15-04-2025 | 15-04-2025 | 631653053784     | POS PANTALOONS COIMBATORE                          | 631653053784   | 7,050.98       |                | 1,060,610.34   |
| 15-04-2025 | 15-04-2025 | 216901961371     | UPI/DR/891303887016/MSEDCL/UPIN/msedclpayment@upi/ | 216901961371   | 2,050.46       |                | 1,058,559.88   |
| 15-04-2025 | 15-04-2025 | 383427627455     | UPI/DR/551288563796/Flipkart/PAYTM/flipkart@ybl/UP | 383427627455   | 3,400.26       |                | 1,055,159.62   |
| 16-04-2025 | 16-04-2025 | 395051923502     | POS BIG BAZAAR COIMBATORE                          | 395051923502   | 7,450.29       |                | 1,047,709.33   |
| 17-04-2025 | 17-04-2025 | 330831079425     | UPI/DR/793798198089/Blinkit/ICICI/blinkit@kotak/UP | 330831079425   | 1,950.67       |                | 1,045,758.66   |
| 18-04-2025 | 18-04-2025 | 174245832216     | UPI/DR/057022477688/Sushma/BDBL/sushmapill10@apl/U | 174245832216   | 14,650.76      |                | 1,031,107.90   |
| 18-04-2025 | 18-04-2025 | 300052799157     | UPI/DR/283299699365/Ashish/BDBL/2956846539@aubank/ | 300052799157   | 16,200.41      |                | 1,014,907.49   |
| 19-04-2025 | 19-04-2025 | 018702030042     | POS INDIAN OIL COIMBATO                            | 018702030042   | 3,050.48       |                | 1,011,857.01   |
| 19-04-2025 | 19-04-2025 | 860331371758     | UPI/CR/672011210966/Priya/BDBL/priya484@ptyes/UPI  | 860331371758   |                | 6,900.53       | 1,018,757.54   |
| 19-04-2025 | 19-04-2025 | 191436119463     | NACH/MANDATE/SIP9676783/Axis Mutual Fund           | 191436119463   | 7,000.00       |                | 1,011,757.54   |
| 19-04-2025 | 19-04-2025 | 204869008026     | INB IMPS/312408454406/Isha Kulkarni/SBIN           | 204869008026   | 3,600.92       |                | 1,008,156.62   |
| 19-04-2025 | 19-04-2025 | 057136279808     | UPI/CR/374432252027/Rahul/KKBK/rahul.kapoor@axl/UP | 057136279808   |                | 9,450.05       | 1,017,606.67   |
| 19-04-2025 | 19-04-2025 | 417964313154     | UPI/DR/151592247438/Dunzo/ICICI/dunzo@razorpay/UPI | 417964313154   | 1,310.89       |                | 1,016,295.78   |
| 20-04-2025 | 20-04-2025 | 847504824197     | POS RELIANCE MART COIMBATORE                       | 847504824197   | 1,700.14       |                | 1,014,595.64   |
| 20-04-2025 | 20-04-2025 | 676546292824     | UPI/DR/489839393770/Ola/PAYTM/olamoney@ola/UPI     | 676546292824   | 640.46         |                | 1,013,955.18   |
| 21-04-2025 | 21-04-2025 | 557768674673     | UPI/DR/087414192662/Indane/ICICI/indanegas@upi/UPI | 557768674673   | 1,150.17       |                | 1,012,805.01   |
| 24-04-2025 | 24-04-2025 | 988136465770     | ATM WDL
ATM CASH 71631 BALLYGUNGE COIMBATORE       | 988136465770   | 1,000.00       |                | 1,011,805.01   |
| 26-04-2025 | 26-04-2025 | 739658624825     | UPI/DR/933403101971/Rohit/UTIB/rohitchop65@okaxis/ | 739658624825   | 10,450.51      |                | 1,001,354.50   |
| 26-04-2025 | 26-04-2025 | 977241550302     | POS SHELL FUEL STATION COIMBATO                    | 977241550302   | 2,950.90       |                | 998,403.60     |
| 26-04-2025 | 26-04-2025 | 623081794529     | UPI/DR/446390447343/Zomato/ICICI/zomato@axisbank/U | 623081794529   | 930.70         |                | 997,472.90     |
| 26-04-2025 | 26-04-2025 | 477857083113     | UPI/CR/243247234367/Tarun/BKID/tarunsaxe92@ibl/UPI | 477857083113   |                | 11,300.20      | 1,008,773.10   |
| 26-04-2025 | 26-04-2025 | 607705564595     | UPI/DR/674602486288/Uber/PAYTM/uber@paytm/UPI      | 607705564595   | 420.55         |                | 1,008,352.55   |
| 27-04-2025 | 27-04-2025 | 955833721234     | UPI/CR/555103775490/Priya/UTIB/priya.mukherjee@aub | 955833721234   |                | 900.79         | 1,009,253.34   |
| 28-04-2025 | 28-04-2025 | 395643168892     | POS METRO CASH CARRY COIMBATORE                    | 395643168892   | 6,200.65       |                | 1,003,052.69   |
| 29-04-2025 | 29-04-2025 | 511057202528     | UPI/DR/155414461851/Blinkit/ICICI/blinkit@kotak/UP | 511057202528   | 2,760.31       |                | 1,000,292.38   |
| 29-04-2025 | 29-04-2025 | 108548889328     | UPI/DR/952412212045/Paytm/ICICI/paytm@paytm/UPI    | 108548889328   | 2,510.95       |                | 997,781.43     |
| 01-05-2025 | 01-05-2025 | 481128229438     | UPI/DR/002525879246/Swiggy/ICICI/swiggy@icici/UPI  | 481128229438   | 280.29         |                | 997,501.14     |
| 01-05-2025 | 01-05-2025 | 343492724259     | INB NEFT-S6949932373161/Wipro Limited/SALARY CR    | 343492724259   |                | 66,763.78      | 1,064,264.92   |
| 01-05-2025 | 01-05-2025 | 440859765835     | POS SHOPPERS STOP COIMBATORE                       | 440859765835   | 5,400.62       |                | 1,058,864.30   |
| 02-05-2025 | 02-05-2025 | 634939584132     | POS BIG BAZAAR COIMBATORE                          | 634939584132   | 800.70         |                | 1,058,063.60   |
| 02-05-2025 | 02-05-2025 | 024781445731     | NACH/MANDATE/RNT1159433/RENT MANDATE               | 024781445731   | 26,000.00      |                | 1,032,063.60   |
| 02-05-2025 | 02-05-2025 | 686427911877     | UPI/DR/163872775931/Jyoti/KKBK/2794964335@apl/UPI  | 686427911877   | 6,150.50       |                | 1,025,913.10   |
| 03-05-2025 | 03-05-2025 | 699942550657     | UPI/DR/347399857365/Vikram/BARB/vikrampill12@okici | 699942550657   | 4,200.42       |                | 1,021,712.68   |
| 03-05-2025 | 03-05-2025 | 884850457335     | UPI/CR/827484216345/Rekha/BDBL/rekha.iyer@ptaxis/U | 884850457335   |                | 10,550.19      | 1,032,262.87   |
| 03-05-2025 | 03-05-2025 | 180617655332     | UPI/DR/316550058836/Ola/PAYTM/olamoney@ola/UPI     | 180617655332   | 270.90         |                | 1,031,991.97   |
| 03-05-2025 | 03-05-2025 | 095950795893     | UPI/DR/775228484362/Airtel/PAYTM/airtel@axis/UPI   | 095950795893   | 349.00         |                | 1,031,642.97   |
| 04-05-2025 | 04-05-2025 | 929157356760     | UPI/DR/091383284773/Ankit/KKBK/ankit.pandey@kotak/ | 929157356760   | 21,000.38      |                | 1,010,642.59   |
| 04-05-2025 | 04-05-2025 | 730130183082     | UPI/DR/690320717145/Rapido/PAYTM/rapido@icici/UPI  | 730130183082   | 880.88         |                | 1,009,761.71   |
| 05-05-2025 | 05-05-2025 | 338934710709     | POS RELIANCE MART COIMBATORE                       | 338934710709   | 3,650.07       |                | 1,006,111.64   |
| 05-05-2025 | 05-05-2025 | 689713302847     | UPI/DR/609650232127/Varsha/BKID/varsha176@axl/UPI  | 689713302847   | 6,650.01       |                | 999,461.63     |
| 05-05-2025 | 05-05-2025 | 985888135756     | UPI/DR/126738891391/Uber/PAYTM/uber@paytm/UPI      | 985888135756   | 350.79         |                | 999,110.84     |
| 06-05-2025 | 06-05-2025 | 184529041283     | UPI/CR/376288832439/Abhishek/KKBK/abhishek952@oksb | 184529041283   |                | 12,400.18      | 1,011,511.02   |
| 06-05-2025 | 06-05-2025 | 829436890518     | UPI/CR/995422044357/Sangita/UCBA/sangitamalh70@kot | 829436890518   |                | 4,450.71       | 1,015,961.73   |
| 07-05-2025 | 07-05-2025 | 029143545068     | UPI/DR/344694406230/Airtel/PAYTM/airtel@axis/UPI   | 029143545068   | 929.00         |                | 1,015,032.73   |
| 08-05-2025 | 08-05-2025 | 315834952026     | UPI/CR/654535583026/Santosh/KKBK/santoshseth51@oki | 315834952026   |                | 5,500.23       | 1,020,532.96   |
| 08-05-2025 | 08-05-2025 | 986205441657     | UPI/DR/818083817298/Dunzo/ICICI/dunzo@razorpay/UPI | 986205441657   | 2,780.09       |                | 1,017,752.87   |
| 08-05-2025 | 08-05-2025 | 488431582056     | UPI/DR/708193341397/Airtel/PAYTM/airtel@axis/UPI   | 488431582056   | 809.00         |                | 1,016,943.87   |
| 08-05-2025 | 08-05-2025 | 288523168894     | UPI/CR/417291774017/Shweta/KKBK/shwetajain16@okaxi | 288523168894   |                | 7,500.80       | 1,024,444.67   |
| 09-05-2025 | 09-05-2025 | 969406681746     | UPI/DR/716966188976/BSNL/RAZORPAY/broadband@paytm/ | 969406681746   | 449.00         |                | 1,023,995.67   |
| 09-05-2025 | 09-05-2025 | 765315941244     | UPI/DR/051037782913/Rapido/PAYTM/rapido@icici/UPI  | 765315941244   | 460.86         |                | 1,023,534.81   |
| 09-05-2025 | 09-05-2025 | 188737766924     | POS METRO CASH CARRY COIMBATORE                    | 188737766924   | 1,300.54       |                | 1,022,234.27   |
| 10-05-2025 | 10-05-2025 | 239846293323     | UPI/DR/511713259532/Rapido/PAYTM/rapido@icici/UPI  | 239846293323   | 170.81         |                | 1,022,063.46   |
| 11-05-2025 | 11-05-2025 | 003946585505     | POS METRO CASH CARRY COIMBATORE                    | 003946585505   | 2,200.34       |                | 1,019,863.12   |
| 11-05-2025 | 11-05-2025 | 174504898995     | INB IMPS/839845067950/Pooja Dubey/BARB             | 174504898995   | 23,000.69      |                | 996,862.43     |
| 11-05-2025 | 11-05-2025 | 668885723122     | UPI/DR/712548819056/Airtel/PAYTM/airtel@axis/UPI   | 668885723122   | 599.00         |                | 996,263.43     |
| 13-05-2025 | 13-05-2025 | 050012037662     | UPI/DR/995588739064/Flipkart/ICICI/flipkart@ybl/UP | 050012037662   | 2,170.53       |                | 994,092.90     |
| 14-05-2025 | 14-05-2025 | 510271072355     | UPI/DR/279450590215/Mamta/KKBK/7490127611@pthdfc/U | 510271072355   | 9,150.92       |                | 984,941.98     |
| 16-05-2025 | 16-05-2025 | 647052405404     | UPI/CR/173471906391/Pallavi/SBIN/pallavi585@kotak/ | 647052405404   |                | 13,800.59      | 998,742.57     |
| 16-05-2025 | 16-05-2025 | 208682190341     | UPI/DR/974464100813/Dunzo/ICICI/dunzo@razorpay/UPI | 208682190341   | 1,170.21       |                | 997,572.36     |
| 17-05-2025 | 17-05-2025 | 919424947699     | UPI/CR/314237600444/Sapna/UTIB/sapna.dubey@aubank/ | 919424947699   |                | 2,400.88       | 999,973.24     |
| 17-05-2025 | 17-05-2025 | 023753394444     | UPI/DR/449876887893/Vikas/UCBA/vikas.srivastava@pt | 023753394444   | 3,400.40       |                | 996,572.84     |
| 17-05-2025 | 17-05-2025 | 561666663436     | UPI/DR/091388176664/Amazon/PAYTM/amazon@apl/UPI    | 561666663436   | 3,250.49       |                | 993,322.35     |
| 18-05-2025 | 18-05-2025 | 601183879439     | POS RELIANCE PETROLEUM COIMBATO                    | 601183879439   | 2,700.91       |                | 990,621.44     |
| 18-05-2025 | 18-05-2025 | 263533256995     | NACH/MANDATE/SIP9536515/Axis Mutual Fund           | 263533256995   | 7,000.00       |                | 983,621.44     |
| 18-05-2025 | 18-05-2025 | 541513109446     | UPI/DR/174667085919/Maya/PUNB/maya302@kotak/UPI    | 541513109446   | 4,150.36       |                | 979,471.08     |
| 18-05-2025 | 18-05-2025 | 285217148164     | POS PANTALOONS COIMBATORE                          | 285217148164   | 1,800.83       |                | 977,670.25     |
| 18-05-2025 | 18-05-2025 | 388930742834     | POS BHARAT PETROLEUM COIMBATO                      | 388930742834   | 1,500.32       |                | 976,169.93     |
| 18-05-2025 | 18-05-2025 | 117600994906     | UPI/DR/378630849811/Indane/ICICI/indanegas@upi/UPI | 117600994906   | 2,350.01       |                | 973,819.92     |
| 19-05-2025 | 19-05-2025 | 544831729671     | UPI/DR/497146535008/MSEDCL/UPIN/msedclpayment@upi/ | 544831729671   | 1,100.64       |                | 972,719.28     |
| 19-05-2025 | 19-05-2025 | 065063444330     | UPI/CR/034873048055/Arun/BKID/arun307@ybl/UPI      | 065063444330   |                | 7,200.96       | 979,920.24     |
| 20-05-2025 | 20-05-2025 | 461185354434     | ATM WDL
ATM CASH 45432 BALLYGUNGE COIMBATORE       | 461185354434   | 3,500.00       |                | 976,420.24     |
| 20-05-2025 | 20-05-2025 | 198299320411     | UPI/CR/646485066302/Dinesh/UTIB/dinesh758@kotak/UP | 198299320411   |                | 4,200.72       | 980,620.96     |
| 22-05-2025 | 22-05-2025 | 532826490809     | ATM WDL
ATM CASH 94308 BALLYGUNGE COIMBATORE       | 532826490809   | 7,000.00       |                | 973,620.96     |
| 22-05-2025 | 22-05-2025 | 968210878416     | UPI/DR/193566393880/BigBasket/ICICI/bigbasket@ybl/ | 968210878416   | 2,550.87       |                | 971,070.09     |
| 23-05-2025 | 23-05-2025 | 844968604324     | UPI/DR/971846141572/PhonePe/ICICI/phonepe@ybl/UPI  | 844968604324   | 1,270.35       |                | 969,799.74     |
| 23-05-2025 | 23-05-2025 | 362046538081     | POS SHELL FUEL STATION COIMBATO                    | 362046538081   | 2,650.98       |                | 967,148.76     |
| 23-05-2025 | 23-05-2025 | 430945036520     | INB NEFT-N7711568664220/Raymond Ltd/HDFC/CR        | 430945036520   |                | 11,000.30      | 978,149.06     |
| 23-05-2025 | 23-05-2025 | 233512626901     | POS LIFESTYLE STORES COIMBATORE                    | 233512626901   | 6,050.65       |                | 972,098.41     |
| 23-05-2025 | 23-05-2025 | 866784545627     | UPI/DR/409738892273/Jio/ICICI/jio@paytm/UPI        | 866784545627   | 1,660.06       |                | 970,438.35     |
| 24-05-2025 | 24-05-2025 | 538934174971     | UPI/DR/291882025035/PhonePe/ICICI/phonepe@ybl/UPI  | 538934174971   | 2,360.86       |                | 968,077.49     |
| 25-05-2025 | 25-05-2025 | 396099246564     | UPI/DR/770725800384/Spotify/ICICI/spotify@icici/UP | 396099246564   | 749.00         |                | 967,328.49     |
| 25-05-2025 | 25-05-2025 | 283070073088     | UPI/DR/627022670620/Geeta/PUNB/7397777358@ibl/UPI  | 283070073088   | 11,300.13      |                | 956,028.36     |
| 25-05-2025 | 25-05-2025 | 856228793880     | POS STAR BAZAAR COIMBATORE                         | 856228793880   | 650.27         |                | 955,378.09     |
| 25-05-2025 | 25-05-2025 | 702355763768     | UPI/DR/171710541420/Zomato/ICICI/zomato@axisbank/U | 702355763768   | 1,300.98       |                | 954,077.11     |
| 25-05-2025 | 25-05-2025 | 360331458959     | UPI/DR/519954056214/Paytm/ICICI/paytm@paytm/UPI    | 360331458959   | 2,080.01       |                | 951,997.10     |
| 25-05-2025 | 25-05-2025 | 403521601365     | UPI/CR/998429549247/Pallavi/KKBK/pallavi795@apl/UP | 403521601365   |                | 12,350.79      | 964,347.89     |
| 26-05-2025 | 26-05-2025 | 192787386424     | UPI/DR/964361532902/Zomato/ICICI/zomato@axisbank/U | 192787386424   | 1,670.51       |                | 962,677.38     |
| 26-05-2025 | 26-05-2025 | 050228802968     | UPI/CR/211749167939/Deepa/BARB/deepa.jain@okicici/ | 050228802968   |                | 15,100.53      | 977,777.91     |
| 27-05-2025 | 27-05-2025 | 459841913672     | UPI/CR/092118767108/Tarun/HDFC/9747491365@okaxis/U | 459841913672   |                | 21,150.66      | 998,928.57     |
| 27-05-2025 | 27-05-2025 | 843825151164     | UPI/DR/965713782763/1mg/ICICI/tatahealth@icici/UPI | 843825151164   | 1,660.02       |                | 997,268.55     |
| 28-05-2025 | 28-05-2025 | 486169848930     | UPI/DR/748395176031/Mahesh/FDRL/mahesh.khanna@axl/ | 486169848930   | 3,950.01       |                | 993,318.54     |
| 28-05-2025 | 28-05-2025 | 507142508917     | UPI/DR/269741436171/Airtel/PAYTM/airtel@axis/UPI   | 507142508917   | 859.00         |                | 992,459.54     |
| 29-05-2025 | 29-05-2025 | 379456489896     | UPI/DR/305938131521/Babita/UTIB/babita546@ibl/UPI  | 379456489896   | 3,950.10       |                | 988,509.44     |
| 30-05-2025 | 30-05-2025 | 277853682674     | UPI/DR/549835431548/Dunzo/ICICI/dunzo@razorpay/UPI | 277853682674   | 1,980.83       |                | 986,528.61     |
| 01-06-2025 | 01-06-2025 | 118076070345     | UPI/DR/940235030376/Blinkit/ICICI/blinkit@kotak/UP | 118076070345   | 430.76         |                | 986,097.85     |
| 01-06-2025 | 01-06-2025 | 350293933642     | UPI/DR/708248986098/Vishal/BARB/vishal482@okhdfcba | 350293933642   | 1,450.79       |                | 984,647.06     |
| 01-06-2025 | 01-06-2025 | 830115633467     | UPI/CR/573059505766/Varsha/PUNB/varshameht10@axl/U | 830115633467   |                | 7,700.44       | 992,347.50     |
| 01-06-2025 | 01-06-2025 | 634168610407     | INB NEFT-S1941244107232/Wipro Limited/SALARY CR    | 634168610407   |                | 67,116.78      | 1,059,464.28   |
| 02-06-2025 | 02-06-2025 | 945383378158     | UPI/DR/051845158379/Uber/PAYTM/uber@paytm/UPI      | 945383378158   | 360.75         |                | 1,059,103.53   |
| 02-06-2025 | 02-06-2025 | 253393362373     | ATM WDL
ATM CASH 58959 BALLYGUNGE COIMBATORE       | 253393362373   | 4,500.00       |                | 1,054,603.53   |
| 03-06-2025 | 03-06-2025 | 071155771600     | UPI/DR/947168983415/BigBasket/ICICI/bigbasket@ybl/ | 071155771600   | 2,250.44       |                | 1,052,353.09   |
| 03-06-2025 | 03-06-2025 | 263403786114     | POS BIG BAZAAR COIMBATORE                          | 263403786114   | 1,950.19       |                | 1,050,402.90   |
| 05-06-2025 | 05-06-2025 | 286130534836     | INB IMPS/049303782741/Sumit Srivastava/UTIB        | 286130534836   | 27,700.43      |                | 1,022,702.47   |
| 05-06-2025 | 05-06-2025 | 978562475678     | UPI/DR/887881353742/Saurabh/BKID/saurabh772@okhdfc | 978562475678   | 16,950.48      |                | 1,005,751.99   |
| 05-06-2025 | 05-06-2025 | 167148543250     | UPI/DR/110939618404/Max/LICI/licindia@licindia/UPI | 167148543250   | 7,800.00       |                | 997,951.99     |
| 06-06-2025 | 06-06-2025 | 846649547140     | UPI/CR/278620849942/Himanshu/BARB/himanshu197@payt | 846649547140   |                | 17,250.96      | 1,015,202.95   |
| 06-06-2025 | 06-06-2025 | 159209149986     | NACH/MANDATE/RNT7289473/RENT MANDATE               | 159209149986   | 26,000.00      |                | 989,202.95     |
| 06-06-2025 | 06-06-2025 | 074985501610     | UPI/DR/983181790546/Airtel/PAYTM/airtel@axis/UPI   | 074985501610   | 959.00         |                | 988,243.95     |
| 07-06-2025 | 07-06-2025 | 854571856507     | POS RELIANCE MART COIMBATORE                       | 854571856507   | 4,000.21       |                | 984,243.74     |
| 08-06-2025 | 08-06-2025 | 103602929644     | UPI/DR/796330639715/PhonePe/ICICI/phonepe@ybl/UPI  | 103602929644   | 1,160.43       |                | 983,083.31     |
| 08-06-2025 | 08-06-2025 | 728080881005     | UPI/DR/721418595468/Sneha/FDRL/sneha.naik@okicici/ | 728080881005   | 13,450.38      |                | 969,632.93     |
| 09-06-2025 | 09-06-2025 | 628585128531     | UPI/DR/029801980297/Rapido/PAYTM/rapido@icici/UPI  | 628585128531   | 640.54         |                | 968,992.39     |
| 10-06-2025 | 10-06-2025 | 884693364592     | UPI/DR/930722071961/Airtel/PAYTM/airtel@axis/UPI   | 884693364592   | 679.00         |                | 968,313.39     |
| 11-06-2025 | 11-06-2025 | 053919096182     | UPI/CR/512651712606/Rahul/UCBA/rahul119@aubank/UPI | 053919096182   |                | 13,000.04      | 981,313.43     |
| 11-06-2025 | 11-06-2025 | 681676538100     | UPI/DR/614636996394/Naveen/PUNB/naveen272@ibl/UPI  | 681676538100   | 8,450.42       |                | 972,863.01     |
| 11-06-2025 | 11-06-2025 | 675890882194     | INB NEFT-N4183342120953/Cognizant Technology/HDFC/ | 675890882194   |                | 37,500.74      | 1,010,363.75   |
| 12-06-2025 | 12-06-2025 | 731496351659     | ATM WDL
ATM CASH 71798 BALLYGUNGE COIMBATORE       | 731496351659   | 8,500.00       |                | 1,001,863.75   |
| 12-06-2025 | 12-06-2025 | 017438034928     | UPI/DR/635233068773/Dunzo/ICICI/dunzo@razorpay/UPI | 017438034928   | 590.22         |                | 1,001,273.53   |
| 12-06-2025 | 12-06-2025 | 801675856548     | UPI/DR/939911317174/Dunzo/ICICI/dunzo@razorpay/UPI | 801675856548   | 1,540.49       |                | 999,733.04     |
| 13-06-2025 | 13-06-2025 | 863903504936     | NACH/MANDATE/SIP4960487/Axis Mutual Fund           | 863903504936   | 7,000.00       |                | 992,733.04     |
| 13-06-2025 | 13-06-2025 | 057022366685     | UPI/DR/509962148389/Rapido/PAYTM/rapido@icici/UPI  | 057022366685   | 270.63         |                | 992,462.41     |
| 13-06-2025 | 13-06-2025 | 247853879304     | UPI/CR/023988773077/Varsha/KKBK/8266607238@apl/UPI | 247853879304   |                | 11,150.01      | 1,003,612.42   |
| 14-06-2025 | 14-06-2025 | 959847536887     | POS CENTRAL MALL COIMBATORE                        | 959847536887   | 1,250.43       |                | 1,002,361.99   |
| 14-06-2025 | 14-06-2025 | 258336053293     | UPI/DR/337863270295/MSEDCL/UPIN/msedclpayment@upi/ | 258336053293   | 2,750.31       |                | 999,611.68     |
| 15-06-2025 | 15-06-2025 | 524417394574     | UPI/DR/919812790115/Sneha/BDBL/sneha.shukla@axl/UP | 524417394574   | 13,750.47      |                | 985,861.21     |
| 15-06-2025 | 15-06-2025 | 562098784200     | POS HP PETROL PUMP COIMBATO                        | 562098784200   | 1,100.42       |                | 984,760.79     |
| 15-06-2025 | 15-06-2025 | 358205286035     | UPI/DR/652776525354/Amazon/PAYTM/amazon@apl/UPI    | 358205286035   | 2,850.00       |                | 981,910.79     |
| 16-06-2025 | 16-06-2025 | 981000464064     | UPI/DR/510465905333/Mamta/BKID/6888996184@ptsbi/UP | 981000464064   | 1,700.38       |                | 980,210.41     |
| 16-06-2025 | 16-06-2025 | 474343755616     | UPI/DR/351848410513/Airtel/PAYTM/airtel@axis/UPI   | 474343755616   | 899.00         |                | 979,311.41     |
| 16-06-2025 | 16-06-2025 | 889038403409     | POS D MART COIMBATORE                              | 889038403409   | 4,450.56       |                | 974,860.85     |
| 17-06-2025 | 17-06-2025 | 861524542421     | UPI/DR/360184230530/BigBasket/ICICI/bigbasket@ybl/ | 861524542421   | 930.18         |                | 973,930.67     |
| 17-06-2025 | 17-06-2025 | 791693080739     | UPI/DR/078209765531/Airtel/PAYTM/airtel@axis/UPI   | 791693080739   | 899.00         |                | 973,031.67     |
| 17-06-2025 | 17-06-2025 | 433162828909     | POS D MART COIMBATORE                              | 433162828909   | 1,700.57       |                | 971,331.10     |
| 18-06-2025 | 18-06-2025 | 218319403068     | UPI/DR/865666873239/Sanjay/UCBA/sanjayredd76@okhdf | 218319403068   | 11,800.83      |                | 959,530.27     |
| 18-06-2025 | 18-06-2025 | 387291980517     | INB IMPS/986044635785/Swati Mehta/HDFC             | 387291980517   | 18,700.89      |                | 940,829.38     |
| 19-06-2025 | 19-06-2025 | 673254430215     | UPI/DR/630581449239/Airtel/PAYTM/airtel@axis/UPI   | 673254430215   | 729.00         |                | 940,100.38     |
| 19-06-2025 | 19-06-2025 | 412203167951     | UPI/DR/763370628672/Myntra/PAYTM/myntra@ybl/UPI    | 412203167951   | 5,350.79       |                | 934,749.59     |
| 20-06-2025 | 20-06-2025 | 583930396069     | UPI/DR/915751192013/Shivam/UCBA/shivamiyer17@ptaxi | 583930396069   | 3,850.86       |                | 930,898.73     |
| 20-06-2025 | 20-06-2025 | 343745075597     | UPI/DR/580735889090/1mg/ICICI/tatahealth@icici/UPI | 343745075597   | 2,520.77       |                | 928,377.96     |
| 20-06-2025 | 20-06-2025 | 249897405982     | UPI/DR/836110595546/Practo/ICICI/practo@paytm/UPI  | 249897405982   | 799.00         |                | 927,578.96     |
| 20-06-2025 | 20-06-2025 | 432563527717     | UPI/DR/879881711536/Amazon/ICICI/amazon@apl/UPI    | 432563527717   | 1,890.48       |                | 925,688.48     |
| 20-06-2025 | 20-06-2025 | 191368951886     | POS SHELL FUEL STATION COIMBATO                    | 191368951886   | 1,950.87       |                | 923,737.61     |
| 21-06-2025 | 21-06-2025 | 275025769721     | UPI/DR/835492794755/Indane/ICICI/indanegas@upi/UPI | 275025769721   | 1,200.52       |                | 922,537.09     |
| 22-06-2025 | 22-06-2025 | 690845560496     | UPI/DR/243624727678/BigBasket/ICICI/bigbasket@ybl/ | 690845560496   | 1,520.75       |                | 921,016.34     |
| 22-06-2025 | 22-06-2025 | 723256184181     | UPI/DR/235076722766/Flipkart/ICICI/flipkart@ybl/UP | 723256184181   | 2,110.45       |                | 918,905.89     |
| 22-06-2025 | 22-06-2025 | 467074354360     | UPI/DR/700173999580/Ankit/UTIB/ankit.reddy@paytm/U | 467074354360   | 19,000.27      |                | 899,905.62     |
| 23-06-2025 | 23-06-2025 | 480610631093     | UPI/DR/853944077886/Rapido/PAYTM/rapido@icici/UPI  | 480610631093   | 720.82         |                | 899,184.80     |
| 24-06-2025 | 24-06-2025 | 158583319254     | UPI/DR/096284647814/Dunzo/ICICI/dunzo@razorpay/UPI | 158583319254   | 1,130.31       |                | 898,054.49     |
| 24-06-2025 | 24-06-2025 | 979728961687     | ATM WDL
ATM CASH 17206 BALLYGUNGE COIMBATORE       | 979728961687   | 8,000.00       |                | 890,054.49     |
| 24-06-2025 | 24-06-2025 | 650395270612     | ATM WDL
ATM CASH 89339 BALLYGUNGE COIMBATORE       | 650395270612   | 7,500.00       |                | 882,554.49     |
| 25-06-2025 | 25-06-2025 | 683314968432     | UPI/DR/152741503200/Rapido/PAYTM/rapido@icici/UPI  | 683314968432   | 660.34         |                | 881,894.15     |
| 25-06-2025 | 25-06-2025 | 277949141051     | UPI/DR/204738264113/Meesho/PAYTM/meesho@ybl/UPI    | 277949141051   | 4,650.94       |                | 877,243.21     |
| 25-06-2025 | 25-06-2025 | 945904732192     | UPI/DR/009658194237/Ola/PAYTM/olamoney@ola/UPI     | 945904732192   | 160.64         |                | 877,082.57     |
| 26-06-2025 | 26-06-2025 | 239793997358     | INTEREST CREDIT                                    | 239793997358   |                | 1,190.50       | 878,273.07     |
| 26-06-2025 | 26-06-2025 | 915657380860     | UPI/DR/744941237577/Flipkart/ICICI/flipkart@ybl/UP | 915657380860   | 2,070.54       |                | 876,202.53     |
| 27-06-2025 | 27-06-2025 | 458590960698     | ATM WDL
ATM CASH 30493 BALLYGUNGE COIMBATORE       | 458590960698   | 8,500.00       |                | 867,702.53     |
| 28-06-2025 | 28-06-2025 | 266896878699     | POS LIFESTYLE STORES COIMBATORE                    | 266896878699   | 5,250.94       |                | 862,451.59     |
| 28-06-2025 | 28-06-2025 | 935114662295     | UPI/CR/698196465053/Rajesh/UTIB/rajesh.kulkarni@ko | 935114662295   |                | 6,550.43       | 869,002.02     |
