PUNJAB NATIONAL BANK - Account Statement
Account Number : 2265730243390069
Account Name   : HIMANSHU AHUJA
Branch         : GOREGAON EAST
IFSC Code      : PUNB0835093
Statement Period: 01-12-2024 To 09-05-2026

+------------+------------+------------------+----------------------------------------------------+----------------+----------------+----------------+----------------+
| Trans Dt   | Value Dt   | Transn ID        | Transaction Particulars                            | Ins Number     | Debit          | Credit         | Balance        |
| 16-04-2025 | 16-04-2025 | 274684758851     | UPI/DR/823589703559/Uber/ICICI/uber@paytm/UPI      | 274684758851   | 2,390.92       |                | 213,635.11     |
| 16-04-2025 | 16-04-2025 | 488902662470     | UPI/DR/835130112038/Jio/PAYTM/airtel@axis/UPI      | 488902662470   | 999.00         |                | 212,636.11     |
| 17-04-2025 | 17-04-2025 | 686315613077     | UPI/DR/992315304910/Flipkart/ICICI/flipkart@ybl/UP | 686315613077   | 830.14         |                | 211,805.97     |
| 17-04-2025 | 17-04-2025 | 231469628631     | POS D MART VARANASI                                | 231469628631   | 5,300.41       |                | 206,505.56     |
| 18-04-2025 | 18-04-2025 | 517184347340     | UPI/DR/904566552436/Indane/ICICI/indanegas@upi/UPI | 517184347340   | 1,900.83       |                | 204,604.73     |
| 19-04-2025 | 19-04-2025 | 790962534110     | UPI/DR/206509694645/Myntra/PAYTM/myntra@ybl/UPI    | 790962534110   | 4,800.48       |                | 199,804.25     |
| 19-04-2025 | 19-04-2025 | 331125734983     | UPI/CR/700047457414/Sarita/HDFC/sarita600@apl/UPI  | 331125734983   |                | 4,700.58       | 204,504.83     |
| 20-04-2025 | 20-04-2025 | 360334537483     | UPI/DR/226991334589/Ola/ICICI/olamoney@ola/UPI     | 360334537483   | 180.74         |                | 204,324.09     |
| 22-04-2025 | 22-04-2025 | 427539300998     | UPI/CR/895888739546/Anil/SBIN/anil268@ibl/UPI      | 427539300998   |                | 16,500.50      | 220,824.59     |
| 24-04-2025 | 24-04-2025 | 868349353125     | UPI/CR/257401745764/Anita/UTIB/anitarao24@okaxis/U | 868349353125   |                | 11,600.29      | 232,424.88     |
| 24-04-2025 | 24-04-2025 | 603383010688     | UPI/DR/521024193449/Jio/ICICI/jio@paytm/UPI        | 603383010688   | 1,200.92       |                | 231,223.96     |
| 25-04-2025 | 25-04-2025 | 111411511100     | UPI/DR/891415716117/Saurabh/UTIB/saurabh.saxena@ok | 111411511100   | 12,400.59      |                | 218,823.37     |
| 26-04-2025 | 26-04-2025 | 234107849391     | POS MAX FASHION VARANASI                           | 234107849391   | 2,600.40       |                | 216,222.97     |
| 26-04-2025 | 26-04-2025 | 215131151845     | UPI/DR/199979449852/Prashant/HDFC/prashantkapo77@p | 215131151845   | 6,050.15       |                | 210,172.82     |
| 26-04-2025 | 26-04-2025 | 896850518717     | UPI/DR/423665371017/Pankaj/BKID/pankajkuma33@ptyes | 896850518717   | 11,950.00      |                | 198,222.82     |
| 27-04-2025 | 27-04-2025 | 985424378717     | UPI/DR/812160812742/Blinkit/ICICI/blinkit@kotak/UP | 985424378717   | 640.68         |                | 197,582.14     |
| 27-04-2025 | 27-04-2025 | 075644544461     | UPI/DR/743714939625/Arjun/UCBA/7692719889@paytm/UP | 075644544461   | 3,200.23       |                | 194,381.91     |
| 27-04-2025 | 27-04-2025 | 085329767122     | ATM CASH WITHDRAWAL/24493/VARANASI                 | 085329767122   | 7,000.00       |                | 187,381.91     |
| 27-04-2025 | 27-04-2025 | 459198427636     | UPI/DR/308423899892/Amazon/PAYTM/amazon@apl/UPI    | 459198427636   | 3,550.01       |                | 183,831.90     |
| 28-04-2025 | 28-04-2025 | 061257410775     | UPI/DR/111295823864/Ashish/BARB/7648040481@oksbi/U | 061257410775   | 7,600.93       |                | 176,230.97     |
| 28-04-2025 | 28-04-2025 | 270160983860     | UPI/DR/448024050538/Flipkart/ICICI/flipkart@ybl/UP | 270160983860   | 950.41         |                | 175,280.56     |
| 28-04-2025 | 28-04-2025 | 482976810759     | UPI/DR/063799274238/Manish/BKID/manishbaja46@kotak | 482976810759   | 1,350.56       |                | 173,930.00     |
| 29-04-2025 | 29-04-2025 | 146355764913     | POS SHELL FUEL STATION VARANASI                    | 146355764913   | 1,300.58       |                | 172,629.42     |
| 29-04-2025 | 29-04-2025 | 088714703699     | UPI/DR/789367823532/Kunal/BDBL/kunalnair79@oksbi/U | 088714703699   | 18,100.42      |                | 154,529.00     |
| 29-04-2025 | 29-04-2025 | 477529824458     | UPI/DR/613997334483/Uber/PAYTM/uber@paytm/UPI      | 477529824458   | 810.55         |                | 153,718.45     |
| 30-04-2025 | 30-04-2025 | 623409525355     | GST ON CHARGES                                     | 623409525355   | 55.80          |                | 153,662.65     |
| 30-04-2025 | 30-04-2025 | 210094588407     | POS V MART VARANASI                                | 210094588407   | 5,750.83       |                | 147,911.82     |
| 30-04-2025 | 30-04-2025 | 353716001381     | SMS ALERT CHARGES                                  | 353716001381   | 310.00         |                | 147,601.82     |
| 30-04-2025 | 30-04-2025 | 459682834599     | POS HP PETROL PUMP VARANASI                        | 459682834599   | 1,200.34       |                | 146,401.48     |
| 01-05-2025 | 01-05-2025 | 027881328291     | UPI/DR/218534815099/Dunzo/ICICI/dunzo@razorpay/UPI | 027881328291   | 2,270.75       |                | 144,130.73     |
| 01-05-2025 | 01-05-2025 | 411037343093     | UPI/DR/789851043703/Geeta/PUNB/geeta439@okaxis/UPI | 411037343093   | 15,450.27      |                | 128,680.46     |
| 01-05-2025 | 01-05-2025 | 899413907028     | UPI/CR/525958780964/Vijay/SBIN/vijay260@kotak/UPI  | 899413907028   |                | 8,900.84       | 137,581.30     |
| 02-05-2025 | 02-05-2025 | 519119038876     | UPI/DR/439661416966/PhonePe/ICICI/phonepe@ybl/UPI  | 519119038876   | 330.59         |                | 137,250.71     |
| 02-05-2025 | 02-05-2025 | 285960607776     | POS BHARAT PETROLEUM VARANASI                      | 285960607776   | 1,800.42       |                | 135,450.29     |
| 03-05-2025 | 03-05-2025 | 422789323359     | UPI/DR/335904042674/Ramesh/FDRL/ramesh780@aubank/U | 422789323359   | 11,650.19      |                | 123,800.10     |
| 03-05-2025 | 03-05-2025 | 145159312591     | UPI/DR/440534915394/MedPlus/ICICI/medplus@icici/UP | 145159312591   | 490.93         |                | 123,309.17     |
| 05-05-2025 | 05-05-2025 | 090789059994     | UPI/DR/465829912574/PhonePe/ICICI/phonepe@ybl/UPI  | 090789059994   | 2,260.20       |                | 121,048.97     |
| 05-05-2025 | 05-05-2025 | 415784940537     | POS INDIAN OIL VARANASI                            | 415784940537   | 4,100.28       |                | 116,948.69     |
| 05-05-2025 | 05-05-2025 | 969775140936     | UPI/DR/245497047928/Swiggy/ICICI/swiggy@icici/UPI  | 969775140936   | 680.86         |                | 116,267.83     |
| 07-05-2025 | 07-05-2025 | 931992349230     | UPI/DR/234208436643/Saurabh/FDRL/saurabh.das@paytm | 931992349230   | 20,100.67      |                | 96,167.16      |
| 07-05-2025 | 07-05-2025 | 840541809755     | SALARY CREDIT/S5402423830418/Oracle Financial Serv | 840541809755   |                | 146,937.29     | 243,104.45     |
| 07-05-2025 | 07-05-2025 | 957350550128     | UPI/CR/243378639186/Brijesh/KKBK/1974884374@okaxis | 957350550128   |                | 11,250.35      | 254,354.80     |
| 07-05-2025 | 07-05-2025 | 275575402633     | UPI/DR/617389334158/BigBasket/ICICI/bigbasket@ybl/ | 275575402633   | 1,290.39       |                | 253,064.41     |
| 08-05-2025 | 08-05-2025 | 413806046616     | UPI/DR/815450180789/Jio/PAYTM/airtel@axis/UPI      | 413806046616   | 429.00         |                | 252,635.41     |
| 08-05-2025 | 08-05-2025 | 823349826248     | UPI/DR/387369428983/Reliance/LICI/licindia@licindi | 823349826248   | 7,000.00       |                | 245,635.41     |
| 08-05-2025 | 08-05-2025 | 520480700517     | UPI/DR/673208334233/Rakesh/BKID/2012935063@paytm/U | 520480700517   | 5,900.57       |                | 239,734.84     |
| 09-05-2025 | 09-05-2025 | 606510786411     | UPI/DR/664777957869/Prashant/FDRL/prashant659@ptye | 606510786411   | 10,150.72      |                | 229,584.12     |
| 09-05-2025 | 09-05-2025 | 972619143078     | UPI/DR/059584243044/Uber/PAYTM/uber@paytm/UPI      | 972619143078   | 340.09         |                | 229,244.03     |
| 09-05-2025 | 09-05-2025 | 306836142934     | UPI/DR/050602482271/Rapido/PAYTM/rapido@icici/UPI  | 306836142934   | 700.44         |                | 228,543.59     |
| 10-05-2025 | 10-05-2025 | 330559719333     | UPI/DR/808989601110/Pallavi/PUNB/9000843602@kotak/ | 330559719333   | 3,650.34       |                | 224,893.25     |
| 10-05-2025 | 10-05-2025 | 905578260225     | NACH/MANDATE/RNT5181783/RENT MANDATE               | 905578260225   | 20,000.00      |                | 204,893.25     |
| 12-05-2025 | 12-05-2025 | 913853093479     | UPI/DR/213292195532/Babita/UTIB/babitasriv39@oksbi | 913853093479   | 4,550.51       |                | 200,342.74     |
| 12-05-2025 | 12-05-2025 | 926419674024     | UPI/DR/375181673142/Dunzo/ICICI/dunzo@razorpay/UPI | 926419674024   | 280.56         |                | 200,062.18     |
| 12-05-2025 | 12-05-2025 | 805918298939     | NACH/MANDATE/LN329897898384/HDFC Ltd               | 805918298939   | 5,000.00       |                | 195,062.18     |
| 12-05-2025 | 12-05-2025 | 308956623844     | UPI/DR/796408872424/Jio/PAYTM/airtel@axis/UPI      | 308956623844   | 279.00         |                | 194,783.18     |
| 13-05-2025 | 13-05-2025 | 941309175301     | UPI/DR/938002372814/Ola/ICICI/olamoney@ola/UPI     | 941309175301   | 2,050.24       |                | 192,732.94     |
| 13-05-2025 | 13-05-2025 | 905325723051     | POS HP PETROL PUMP VARANASI                        | 905325723051   | 4,400.28       |                | 188,332.66     |
| 13-05-2025 | 13-05-2025 | 294412925065     | UPI/DR/651084538191/TSSPDCL/UPIN/tsspdclpayment@up | 294412925065   | 3,800.93       |                | 184,531.73     |
| 14-05-2025 | 14-05-2025 | 853361455057     | POS BHARAT PETROLEUM VARANASI                      | 853361455057   | 900.16         |                | 183,631.57     |
| 14-05-2025 | 14-05-2025 | 604233539332     | UPI/DR/288517182654/Indane/ICICI/indanegas@upi/UPI | 604233539332   | 1,300.81       |                | 182,330.76     |
| 14-05-2025 | 14-05-2025 | 099184897519     | UPI/CR/309387002000/Rani/SBIN/rani.desai@ibl/UPI   | 099184897519   |                | 7,900.31       | 190,231.07     |
| 14-05-2025 | 14-05-2025 | 607162535198     | UPI/DR/825419709294/Meesho/PAYTM/meesho@ybl/UPI    | 607162535198   | 5,250.29       |                | 184,980.78     |
| 14-05-2025 | 14-05-2025 | 044350895637     | UPI/DR/920448777018/Jio/PAYTM/airtel@axis/UPI      | 044350895637   | 819.00         |                | 184,161.78     |
| 14-05-2025 | 14-05-2025 | 368561879045     | POS CENTRAL MALL VARANASI                          | 368561879045   | 1,750.97       |                | 182,410.81     |
| 15-05-2025 | 15-05-2025 | 439218982909     | UPI/DR/999001857980/Kapil/BDBL/kapil824@ptyes/UPI  | 439218982909   | 20,500.95      |                | 161,909.86     |
| 16-05-2025 | 16-05-2025 | 998088553492     | UPI/DR/162801203664/Rapido/PAYTM/rapido@icici/UPI  | 998088553492   | 850.31         |                | 161,059.55     |
| 16-05-2025 | 16-05-2025 | 479228365046     | UPI/DR/770533607655/Zomato/ICICI/zomato@axisbank/U | 479228365046   | 2,270.65       |                | 158,788.90     |
| 17-05-2025 | 17-05-2025 | 630605546945     | UPI/DR/926727305028/Paytm/ICICI/paytm@paytm/UPI    | 630605546945   | 1,390.82       |                | 157,398.08     |
| 18-05-2025 | 18-05-2025 | 875827178037     | UPI/DR/518464113266/Blinkit/ICICI/blinkit@kotak/UP | 875827178037   | 760.68         |                | 156,637.40     |
| 18-05-2025 | 18-05-2025 | 267924463405     | UPI/DR/955128338892/Ola/ICICI/olamoney@ola/UPI     | 267924463405   | 2,270.73       |                | 154,366.67     |
| 18-05-2025 | 18-05-2025 | 140126566542     | UPI/DR/029718025678/Jio/PAYTM/airtel@axis/UPI      | 140126566542   | 969.00         |                | 153,397.67     |
| 18-05-2025 | 18-05-2025 | 527324199191     | NEFT/N4918239342713/Sun Pharmaceutical I           | 527324199191   |                | 21,000.52      | 174,398.19     |
| 21-05-2025 | 21-05-2025 | 176668878823     | POS METRO CASH CARRY VARANASI                      | 176668878823   | 5,350.27       |                | 169,047.92     |
| 21-05-2025 | 21-05-2025 | 537858848587     | POS LIFESTYLE STORES VARANASI                      | 537858848587   | 4,200.73       |                | 164,847.19     |
| 22-05-2025 | 22-05-2025 | 122438482613     | UPI/DR/389073940147/Dunzo/ICICI/dunzo@razorpay/UPI | 122438482613   | 540.01         |                | 164,307.18     |
| 22-05-2025 | 22-05-2025 | 764081128083     | ATM CASH WITHDRAWAL/13449/VARANASI                 | 764081128083   | 1,500.00       |                | 162,807.18     |
| 23-05-2025 | 23-05-2025 | 616429766427     | UPI/DR/109513339577/Zepto/ICICI/zepto@apl/UPI      | 616429766427   | 1,570.29       |                | 161,236.89     |
| 23-05-2025 | 23-05-2025 | 443013162849     | UPI/DR/007907103765/Amazon/ICICI/amazon@apl/UPI    | 443013162849   | 1,880.93       |                | 159,355.96     |
| 23-05-2025 | 23-05-2025 | 877863410480     | POS CENTRAL MALL VARANASI                          | 877863410480   | 3,350.14       |                | 156,005.82     |
| 23-05-2025 | 23-05-2025 | 577430640438     | UPI/DR/862563709981/Kiran/HDFC/kirandube87@oksbi/U | 577430640438   | 19,750.96      |                | 136,254.86     |
| 24-05-2025 | 24-05-2025 | 105394467995     | UPI/DR/939287366324/Ola/ICICI/olamoney@ola/UPI     | 105394467995   | 1,140.64       |                | 135,114.22     |
| 25-05-2025 | 25-05-2025 | 700766552676     | UPI/DR/939442966716/Amazon/ICICI/amazon@apl/UPI    | 700766552676   | 2,190.74       |                | 132,923.48     |
| 25-05-2025 | 25-05-2025 | 327025147299     | UPI/DR/067565976802/Dunzo/ICICI/dunzo@razorpay/UPI | 327025147299   | 2,300.68       |                | 130,622.80     |
| 26-05-2025 | 26-05-2025 | 856761202779     | ATM CASH WITHDRAWAL/59889/VARANASI                 | 856761202779   | 5,000.00       |                | 125,622.80     |
| 26-05-2025 | 26-05-2025 | 132717662033     | UPI/DR/676654865330/Blinkit/ICICI/blinkit@kotak/UP | 132717662033   | 880.76         |                | 124,742.04     |
| 28-05-2025 | 28-05-2025 | 061675077782     | UPI/DR/404158749207/Jio/PAYTM/airtel@axis/UPI      | 061675077782   | 589.00         |                | 124,153.04     |
| 29-05-2025 | 29-05-2025 | 265863387047     | UPI/DR/750409342682/Zomato/ICICI/zomato@axisbank/U | 265863387047   | 680.03         |                | 123,473.01     |
| 30-05-2025 | 30-05-2025 | 591710382416     | ATM CASH WITHDRAWAL/55177/VARANASI                 | 591710382416   | 1,000.00       |                | 122,473.01     |
| 01-06-2025 | 01-06-2025 | 793173094242     | UPI/DR/352747266185/Zepto/ICICI/zepto@apl/UPI      | 793173094242   | 2,010.89       |                | 120,462.12     |
| 02-06-2025 | 02-06-2025 | 448056442961     | UPI/DR/161499468173/Ola/ICICI/olamoney@ola/UPI     | 448056442961   | 990.22         |                | 119,471.90     |
| 03-06-2025 | 03-06-2025 | 105025336415     | UPI/DR/485214577796/Ola/ICICI/olamoney@ola/UPI     | 105025336415   | 470.36         |                | 119,001.54     |
| 03-06-2025 | 03-06-2025 | 312231432776     | POS D MART VARANASI                                | 312231432776   | 7,550.03       |                | 111,451.51     |
| 04-06-2025 | 04-06-2025 | 934859435827     | POS RELIANCE PETROLEUM VARANASI                    | 934859435827   | 4,450.63       |                | 107,000.88     |
| 04-06-2025 | 04-06-2025 | 683713072106     | UPI/DR/832779108661/Siddharth/UTIB/siddharth.ghosh | 683713072106   | 19,950.43      |                | 87,050.45      |
| 04-06-2025 | 04-06-2025 | 768651394140     | POS STAR BAZAAR VARANASI                           | 768651394140   | 4,350.17       |                | 82,700.28      |
| 04-06-2025 | 04-06-2025 | 711707601717     | UPI/DR/883953493771/Jio/PAYTM/airtel@axis/UPI      | 711707601717   | 659.00         |                | 82,041.28      |
| 04-06-2025 | 04-06-2025 | 990869013114     | UPI/DR/761845943659/Reliance/LICI/licindia@licindi | 990869013114   | 7,000.00       |                | 75,041.28      |
| 04-06-2025 | 04-06-2025 | 714707857493     | UPI/CR/091729496972/Gopal/UCBA/gopal983@okicici/UP | 714707857493   |                | 15,950.44      | 90,991.72      |
| 05-06-2025 | 05-06-2025 | 904841128448     | UPI/CR/837633741210/Archana/BDBL/archanadas97@upi/ | 904841128448   |                | 19,550.61      | 110,542.33     |
| 05-06-2025 | 05-06-2025 | 077206597549     | UPI/DR/468832514814/Jio/PAYTM/airtel@axis/UPI      | 077206597549   | 849.00         |                | 109,693.33     |
| 05-06-2025 | 05-06-2025 | 697967072267     | UPI/DR/862038413203/PhonePe/ICICI/phonepe@ybl/UPI  | 697967072267   | 2,470.79       |                | 107,222.54     |
| 05-06-2025 | 05-06-2025 | 582252838202     | POS D MART VARANASI                                | 582252838202   | 6,650.44       |                | 100,572.10     |
| 06-06-2025 | 06-06-2025 | 220270232690     | UPI/DR/708793177185/Sunita/KKBK/sunitashah57@paytm | 220270232690   | 6,200.09       |                | 94,372.01      |
| 06-06-2025 | 06-06-2025 | 828124212021     | UPI/DR/899382409990/Maya/KKBK/mayasen30@apl/UPI    | 828124212021   | 11,550.52      |                | 82,821.49      |
| 06-06-2025 | 06-06-2025 | 048634458470     | POS BHARAT PETROLEUM VARANASI                      | 048634458470   | 2,750.14       |                | 80,071.35      |
| 07-06-2025 | 07-06-2025 | 861811882068     | UPI/CR/785366663393/Ritu/BKID/rituchop46@ptsbi/UPI | 861811882068   |                | 5,200.69       | 85,272.04      |
| 07-06-2025 | 07-06-2025 | 601012302771     | SALARY CREDIT/S8677907248959/Oracle Financial Serv | 601012302771   |                | 147,192.29     | 232,464.33     |
| 07-06-2025 | 07-06-2025 | 277976131219     | UPI/CR/969184653050/Maya/HDFC/maya772@paytm/UPI    | 277976131219   |                | 12,700.38      | 245,164.71     |
| 08-06-2025 | 08-06-2025 | 650273437516     | UPI/DR/448357406081/Ola/ICICI/olamoney@ola/UPI     | 650273437516   | 1,150.25       |                | 244,014.46     |
| 09-06-2025 | 09-06-2025 | 020024141592     | UPI/DR/587094947295/Rahul/FDRL/4766890546@apl/UPI  | 020024141592   | 5,400.11       |                | 238,614.35     |
| 09-06-2025 | 09-06-2025 | 428199428067     | UPI/CR/649435714595/Isha/UTIB/7455977446@axl/UPI   | 428199428067   |                | 17,400.12      | 256,014.47     |
| 10-06-2025 | 10-06-2025 | 192097002608     | UPI/DR/479202456265/Brijesh/HDFC/brijesh.shukla@up | 192097002608   | 1,800.77       |                | 254,213.70     |
| 10-06-2025 | 10-06-2025 | 182228413705     | NACH/MANDATE/RNT7928387/RENT MANDATE               | 182228413705   | 20,000.00      |                | 234,213.70     |
| 10-06-2025 | 10-06-2025 | 918293237386     | UPI/DR/370257688087/Practo/ICICI/practo@paytm/UPI  | 918293237386   | 999.00         |                | 233,214.70     |
| 11-06-2025 | 11-06-2025 | 424964807761     | UPI/DR/504700932352/Nykaa/PAYTM/nykaa@razorpay/UPI | 424964807761   | 1,200.82       |                | 232,013.88     |
| 11-06-2025 | 11-06-2025 | 868778082467     | UPI/DR/678886987926/Mina/PUNB/0776483076@axl/UPI   | 868778082467   | 7,850.58       |                | 224,163.30     |
| 11-06-2025 | 11-06-2025 | 646825574082     | UPI/DR/640095097750/TSSPDCL/UPIN/tsspdclpayment@up | 646825574082   | 2,250.24       |                | 221,913.06     |
| 11-06-2025 | 11-06-2025 | 981342654013     | ATM CASH WITHDRAWAL/27896/VARANASI                 | 981342654013   | 7,500.00       |                | 214,413.06     |
| 12-06-2025 | 12-06-2025 | 038862990262     | UPI/DR/925650381328/Dunzo/ICICI/dunzo@razorpay/UPI | 038862990262   | 2,550.10       |                | 211,862.96     |
| 13-06-2025 | 13-06-2025 | 595727588659     | NACH/MANDATE/LN329897898384/HDFC Ltd               | 595727588659   | 5,000.00       |                | 206,862.96     |
| 14-06-2025 | 14-06-2025 | 431056937406     | UPI/DR/213164999951/Dunzo/ICICI/dunzo@razorpay/UPI | 431056937406   | 390.93         |                | 206,472.03     |
| 14-06-2025 | 14-06-2025 | 121879365230     | POS MAX FASHION VARANASI                           | 121879365230   | 2,400.56       |                | 204,071.47     |
| 14-06-2025 | 14-06-2025 | 675506254427     | UPI/DR/800476527319/BSNL/ICICI/bsnlbroadband@upi/U | 675506254427   | 2,250.12       |                | 201,821.35     |
| 14-06-2025 | 14-06-2025 | 613638877108     | UPI/DR/858893540709/Usha/FDRL/ushabane37@ptyes/UPI | 613638877108   | 6,650.35       |                | 195,171.00     |
| 15-06-2025 | 15-06-2025 | 004205646006     | UPI/DR/372068292764/Uber/PAYTM/uber@paytm/UPI      | 004205646006   | 730.93         |                | 194,440.07     |
| 15-06-2025 | 15-06-2025 | 488342098990     | UPI/DR/774992452927/Dunzo/ICICI/dunzo@razorpay/UPI | 488342098990   | 480.29         |                | 193,959.78     |
| 16-06-2025 | 16-06-2025 | 229657214169     | POS BHARAT PETROLEUM VARANASI                      | 229657214169   | 900.23         |                | 193,059.55     |
| 16-06-2025 | 16-06-2025 | 297991312922     | UPI/DR/971776741817/Shweta/PUNB/shwetakuma83@apl/U | 297991312922   | 12,550.64      |                | 180,508.91     |
| 17-06-2025 | 17-06-2025 | 644265898559     | UPI/DR/318704287540/Amazon/ICICI/amazon@apl/UPI    | 644265898559   | 440.39         |                | 180,068.52     |
| 18-06-2025 | 18-06-2025 | 649116287229     | UPI/DR/426239770948/MakeMyTrip/ICICI/makemytrip@ax | 649116287229   | 599.00         |                | 179,469.52     |
| 19-06-2025 | 19-06-2025 | 957492556372     | UPI/DR/190368907507/Uber/PAYTM/uber@paytm/UPI      | 957492556372   | 290.05         |                | 179,179.47     |
| 19-06-2025 | 19-06-2025 | 183686608365     | NEFT/N9146789731697/Reliance Retail Ltd            | 183686608365   |                | 37,000.47      | 216,179.94     |
| 20-06-2025 | 20-06-2025 | 717978226725     | UPI/DR/489934286738/Pankaj/BKID/pankajshah47@axl/U | 717978226725   | 2,950.07       |                | 213,229.87     |
| 20-06-2025 | 20-06-2025 | 410417338551     | UPI/DR/708972832486/Sushma/FDRL/9633041275@ptyes/U | 410417338551   | 15,400.44      |                | 197,829.43     |
| 20-06-2025 | 20-06-2025 | 383643791322     | UPI/DR/424195477762/Indane/ICICI/indanegas@upi/UPI | 383643791322   | 2,100.02       |                | 195,729.41     |
| 20-06-2025 | 20-06-2025 | 702111837723     | IMPS-477250028641-Kunal Roy                        | 702111837723   | 35,300.11      |                | 160,429.30     |
| 21-06-2025 | 21-06-2025 | 406464928208     | UPI/DR/072156984096/BigBasket/ICICI/bigbasket@ybl/ | 406464928208   | 2,070.08       |                | 158,359.22     |
| 22-06-2025 | 22-06-2025 | 169840573418     | UPI/DR/893758112188/Uber/PAYTM/uber@paytm/UPI      | 169840573418   | 380.97         |                | 157,978.25     |
| 22-06-2025 | 22-06-2025 | 183200124763     | UPI/DR/389396271328/Meesho/PAYTM/meesho@ybl/UPI    | 183200124763   | 2,200.49       |                | 155,777.76     |
| 24-06-2025 | 24-06-2025 | 275755872636     | UPI/DR/935098569626/Jio/PAYTM/airtel@axis/UPI      | 275755872636   | 219.00         |                | 155,558.76     |
| 24-06-2025 | 24-06-2025 | 431099357545     | POS BRAND FACTORY VARANASI                         | 431099357545   | 4,750.58       |                | 150,808.18     |
| 25-06-2025 | 25-06-2025 | 669625952042     | UPI/DR/873553352979/Ola/PAYTM/olamoney@ola/UPI     | 669625952042   | 260.18         |                | 150,548.00     |
| 25-06-2025 | 25-06-2025 | 615454386161     | UPI/DR/094958385291/Ola/PAYTM/olamoney@ola/UPI     | 615454386161   | 260.73         |                | 150,287.27     |
| 26-06-2025 | 26-06-2025 | 741891251173     | POS LIFESTYLE STORES VARANASI                      | 741891251173   | 1,900.42       |                | 148,386.85     |
| 26-06-2025 | 26-06-2025 | 701843158312     | UPI/CR/612205612508/Yogesh/KKBK/yogeshshah42@ptaxi | 701843158312   |                | 14,600.12      | 162,986.97     |
| 26-06-2025 | 26-06-2025 | 027706384423     | UPI/CR/726754379896/Nikhil/KKBK/nikhil.reddy@ybl/U | 027706384423   |                | 12,750.55      | 175,737.52     |
| 26-06-2025 | 26-06-2025 | 917785731797     | UPI/DR/418015189290/Meesho/PAYTM/meesho@ybl/UPI    | 917785731797   | 3,100.62       |                | 172,636.90     |
| 26-06-2025 | 26-06-2025 | 705271442639     | UPI/DR/337295021826/Uber/PAYTM/uber@paytm/UPI      | 705271442639   | 160.33         |                | 172,476.57     |
| 27-06-2025 | 27-06-2025 | 636768451086     | ATM CASH WITHDRAWAL/14203/VARANASI                 | 636768451086   | 1,000.00       |                | 171,476.57     |
| 27-06-2025 | 27-06-2025 | 321118554995     | UPI/DR/821669204967/Ola/ICICI/olamoney@ola/UPI     | 321118554995   | 890.53         |                | 170,586.04     |
| 28-06-2025 | 28-06-2025 | 996845786278     | SMS ALERT CHARGES                                  | 996845786278   | 60.00          |                | 170,526.04     |
| 28-06-2025 | 28-06-2025 | 889082474881     | GST ON CHARGES                                     | 889082474881   | 10.80          |                | 170,515.24     |
| 28-06-2025 | 28-06-2025 | 125803530917     | INTEREST CREDIT                                    | 125803530917   |                | 515.18         | 171,030.42     |
| 29-06-2025 | 29-06-2025 | 772248098534     | UPI/DR/730327269454/BSNL/ICICI/bsnlbroadband@upi/U | 772248098534   | 340.10         |                | 170,690.32     |
| 29-06-2025 | 29-06-2025 | 347792243964     | UPI/DR/588443878079/Jio/PAYTM/airtel@axis/UPI      | 347792243964   | 739.00         |                | 169,951.32     |
| 29-06-2025 | 29-06-2025 | 147336903494     | UPI/DR/220828907746/Jio/ICICI/jio@paytm/UPI        | 147336903494   | 2,340.28       |                | 167,611.04     |
| 29-06-2025 | 29-06-2025 | 155117885541     | UPI/DR/127321186249/Kavya/BARB/kavya854@okicici/UP | 155117885541   | 2,500.14       |                | 165,110.90     |
| 30-06-2025 | 30-06-2025 | 237741973999     | UPI/CR/474092976739/Himanshu/UCBA/4420861019@ibl/U | 237741973999   |                | 11,850.30      | 176,961.20     |
| 30-06-2025 | 30-06-2025 | 423202337459     | UPI/DR/888901969478/PhonePe/ICICI/phonepe@ybl/UPI  | 423202337459   | 1,460.46       |                | 175,500.74     |
| 01-07-2025 | 01-07-2025 | 532166518742     | POS SHELL FUEL STATION VARANASI                    | 532166518742   | 3,000.89       |                | 172,499.85     |
| 01-07-2025 | 01-07-2025 | 831346123641     | UPI/DR/392410743999/Ashish/FDRL/ashishsing18@pthdf | 831346123641   | 21,000.27      |                | 151,499.58     |
| 02-07-2025 | 02-07-2025 | 501377325657     | UPI/DR/665997029602/Amazon/ICICI/amazon@apl/UPI    | 501377325657   | 760.06         |                | 150,739.52     |
| 02-07-2025 | 02-07-2025 | 958477678076     | UPI/DR/123240995474/Jio/ICICI/jio@paytm/UPI        | 958477678076   | 1,280.84       |                | 149,458.68     |
| 02-07-2025 | 02-07-2025 | 389896478266     | UPI/DR/626391085942/PhonePe/ICICI/phonepe@ybl/UPI  | 389896478266   | 950.44         |                | 148,508.24     |
| 02-07-2025 | 02-07-2025 | 064179751189     | UPI/DR/308822540017/Pooja/BKID/2894821637@aubank/U | 064179751189   | 1,550.17       |                | 146,958.07     |
| 03-07-2025 | 03-07-2025 | 965710566582     | UPI/DR/775799587108/Mamta/KKBK/mamtanair73@okhdfcb | 965710566582   | 13,700.90      |                | 133,257.17     |
| 03-07-2025 | 03-07-2025 | 404531321769     | IMPS-562814670058-Shreya Sharma                    | 404531321769   | 28,500.67      |                | 104,756.50     |
