Date,Narration,Debit,Credit,Balance,Account_ID,Bank_Name,flag_reason
2022-12-30,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,7600.0,2873501.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-12-30,UPI/DR/64550568/ARCHANA PILLAI/KKBK0045457/archana834@ybl,0.0,2873381.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-12-30,IMPS/P2P/4913691226/LATHA MURTHY/9747281899,32000.0,2905381.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-12-30,NEFT/076900477654/LALITHA DEVI/KKBK0045457/32428481555217,7600.0,2912981.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-12-30,IMPS/P2P/43015212/SHAHID KHAN/7495275140,11200.0,2924102.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-12-31,IMPS/P2P/524072527290/NADIA HUSSAIN/8126598665,7600.0,2931702.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-12-31,NEFT/464991550195/KAVERI MENON/KKBK0045457/99002820912552,0.0,2930452.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-12-31,UPI/CR/2164873344/GOPAL VERMA/KKBK0045457/gopal907@okaxis,1200.0,2930653.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-12-31,UPI/CR/6100294558/GEETA DEVI/KKBK0045457/geeta340@paytm,24000.0,2954653.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2022-12-31,IMPS/P2P/81367829/SANJANA HEGDE/8698142153,4800.0,2959453.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-12-31,UPI/DR/42407914/LALITHA DEVI/KKBK0045457/lalitha353@ybl,0.0,2956523.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2022-12-31,NEFT/91039391/RAJENDRA PRASAD/KKBK0045457/69491986442063,32000.0,2987673.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-01,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,24000.0,3011673.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-01,NEFT/33453339/AYESHA KHAN/KKBK0045457/47421546307724,0.0,3011624.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-01,UPI/DR/03067175/RAMESH GOWDA/KKBK0045457/ramesh984@ybl,0.0,2998624.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-01,NEFT/360933363085/SUNIL YADAV/KKBK0045457/91333380120395,4800.0,3003424.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-01,NEFT/7634086284/ARUN SHARMA/KKBK0045457/47957422048245,0.0,2995624.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-02,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,850.0,2996474.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-02,UPI/DR/00986869/ADITYA KUMAR/KKBK0045457/aditya887@ybl,0.0,2996225.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-02,ATM/WDL/13202778/HDFC ATM KORAMANGALA,0.0,2992606.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-03,UPI/CR/744112678905/RAVI KUMAR SHARMA/KKBK0045457/ravi335@oksbi,4800.0,2997096.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-04,UPI/DR/87920443/CHANDAN SHARMA/KKBK0045457/chandan322@oksbi,0.0,2992336.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-04,UPI/DR/2072212159/ARCHANA PILLAI/KKBK0045457/archana355@paytm,0.0,2990638.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-04,NEFT/8354256956/SANTOSH KUMAR/KKBK0045457/90130863153523,2500.0,2993138.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-05,NEFT/566993519402/RAJENDRA PRASAD/KKBK0045457/78939117078055,0.0,2992828.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-05,UPI/DR/994249065148/KARTHIK MENON/KKBK0045457/karthik240@okaxis,0.0,2991858.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-06,UPI/DR/519494525009/SHAHID KHAN/KKBK0045457/shahid68@okhdfc,0.0,2990159.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-06,NEFT/84198136/SURESH BABU/KKBK0045457/10774790683583,850.0,2991009.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-06,UPI/CR/149635757134/DIVYA MENON/KKBK0045457/divya64@okhdfc,1200.0,2992209.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-06,ATM/WDL/77788511/CANARA ATM MYSURU,0.0,2987860.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-06,IMPS/P2P/66131471/ARCHANA PILLAI/8527589327,24000.0,3011860.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-06,NEFT/36970602/NAVEEN KUMAR/KKBK0045457/49389667555745,0.0,3009480.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-07,ATM/WDL/1151728048/SBI ATM JAYANAGAR BLR,0.0,3008702.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-07,UPI/CR/4551234338/SAVITHA DEVI/KKBK0045457/savitha794@okhdfc,850.0,3009552.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-07,UPI/DR/508457426246/LATHA MURTHY/KKBK0045457/latha184@okaxis,0.0,3009103.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-07,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,850.0,3009953.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-08,IMPS/P2P/342270192688/ADITYA KUMAR/9449235723,1200.0,3011153.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-08,UPI/DR/62114433/SURESH NAIR/KKBK0045457/suresh217@okhdfc,0.0,3010825.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-08,IMPS/P2P/7115923981/DIVYA MENON/7389660147,1200.0,3011776.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-08,NEFT/414806647653/KAVITHA RAO/KKBK0045457/57453384527795,7600.0,3018526.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-09,ATM/WDL/420002235406/HDFC ATM KORAMANGALA,0.0,3014328.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-09,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,850.0,3015178.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-09,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,24000.0,3039178.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-09,UPI/CR/305457484554/NILESH KULKARNI/KKBK0045457/nilesh775@okhdfc,24000.0,3063178.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-09,NEFT/1769957583/GEETA DEVI/KKBK0045457/91274456504758,500.0,3063678.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-09,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,500.0,3064178.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-10,NEFT/658881702836/NILESH KULKARNI/KKBK0045457/74980816205365,32000.0,3096178.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-11,UPI/DR/37365969/RAMESH PILLAI/KKBK0045457/ramesh254@paytm,0.0,3094869.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-11,UPI/DR/751424217595/SUNITA DEVI/KKBK0045457/sunita107@paytm,0.0,3091939.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-11,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,7600.0,3094339.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-12,UPI/DR/30552475/USHA RANI/KKBK0045457/usha247@paytm,0.0,3092641.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-12,IMPS/P2P/7975710183/SANJANA HEGDE/7962367182,1200.0,3093531.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-13,UPI/CR/411498010404/NIKHIL GUPTA/KKBK0045457/nikhil981@ybl,2500.0,3096031.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-13,NEFT/9276330939/RAJESH VERMA/KKBK0045457/07572256176216,18500.0,3114531.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-13,NEFT/75685103/SUSHMA RAO/KKBK0045457/41322508530823,0.0,3110983.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-13,NEFT/7590472628/NIKHIL GUPTA/KKBK0045457/36777413396358,0.0,3110224.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-13,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,7600.0,3117704.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-13,UPI/DR/9584096203/NIKHIL GUPTA/KKBK0045457/nikhil735@oksbi,0.0,3116626.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-14,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,2500.0,3119126.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-14,UPI/DR/71897379/KAVYA REDDY/KKBK0045457/kavya728@paytm,0.0,3119047.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-15,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,2500.0,3121468.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-15,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,7600.0,3128218.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-15,IMPS/P2P/371529908954/ARUN SHARMA/9018362678,11200.0,3139418.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-15,UPI/DR/048525522692/MALLIKA DAS/KKBK0045457/mallika172@paytm,0.0,3135919.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-16,NEFT/01331764/LALITHA DEVI/KKBK0045457/59537528035431,4800.0,3139039.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-16,UPI/CR/64302756/RANJIT SINGH/KKBK0045457/ranjit343@oksbi,2500.0,3141539.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-16,ATM/WDL/817766975281/SBI ATM JAYANAGAR BLR,0.0,3138040.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-16,UPI/CR/6736693284/HARISH MENON/KKBK0045457/harish722@okaxis,11200.0,3149240.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-16,NEFT/7216521343/SURESH NAIR/KKBK0045457/77807018225465,850.0,3150090.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-17,NEFT/76370156/USHA RANI/KKBK0045457/60826422834641,0.0,3149271.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-17,NEFT/946143595113/PADMA RAO/KKBK0045457/37053920799886,850.0,3150121.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-18,UPI/DR/5415041140/ANITHA KRISHNAN/KKBK0045457/anitha790@oksbi,0.0,3142321.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-18,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,500.0,3142821.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-18,UPI/CR/3180524936/BABU LAL/KKBK0045457/babu146@okaxis,32000.0,3174821.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-18,ATM/WDL/6883971424/SBI ATM JAYANAGAR BLR,0.0,3174693.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-18,CHQ NO 390355 CLEARING,0.0,3172564.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-19,UPI/DR/4014085565/GEETA DEVI/KKBK0045457/geeta253@paytm,0.0,3170866.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-19,IMPS/P2P/93420178/BABU LAL/9985180119,7600.0,3178466.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-19,ATM/WDL/447469379265/HDFC ATM KORAMANGALA,0.0,3178417.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-20,NEFT/7547874313/RAMESH GOWDA/KKBK0045457/10747954087169,18500.0,3196668.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-21,CHQ NO 211670 CLEARING,0.0,3190789.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-21,NEFT/6328849350/MEERA PILLAI/KKBK0045457/08211545794069,850.0,3191639.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-21,UPI/DR/8509285643/ARCHANA PILLAI/KKBK0045457/archana107@ybl,0.0,3190389.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-22,UPI/DR/2916998827/KIRAN REDDY/KKBK0045457/kiran597@okaxis,0.0,3182140.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-22,ATM/WDL/1294757553/HDFC ATM KORAMANGALA,0.0,3178910.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-23,UPI/DR/46598036/ARJUN MEHTA/KKBK0045457/arjun843@oksbi,0.0,3175362.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-23,UPI/CR/98714252/CHANDAN SHARMA/KKBK0045457/chandan902@ybl,32000.0,3202162.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-24,UPI/DR/90898158/ANITHA KRISHNAN/KKBK0045457/anitha886@okaxis,0.0,3201864.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-24,NEFT/05014052/SUSHMA RAO/KKBK0045457/58612646818767,0.0,3200765.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-25,NEFT/750022452659/KAVYA REDDY/KKBK0045457/06359472240228,18500.0,3215766.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-25,CHQ NO 218274 CLEARING,0.0,3215197.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-25,UPI/CR/312203908589/NIKHIL GUPTA/KKBK0045457/nikhil298@ybl,7600.0,3214997.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-25,CHQ NO 608009 CLEARING,0.0,3211188.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-26,UPI/DR/715953291204/VINAY PATIL/KKBK0045457/vinay421@okhdfc,0.0,3205868.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-26,UPI/DR/190219698495/BABU LAL/KKBK0045457/babu674@okaxis,0.0,3204319.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-26,UPI/DR/49644580/RAHUL SINGH/KKBK0045457/rahul917@ybl,0.0,3201240.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-26,UPI/DR/790574025237/RAVI KUMAR SHARMA/KKBK0045457/ravi243@oksbi,0.0,3197692.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-26,IMPS/P2P/8472836961/LALITHA DEVI/8075489444,850.0,3198542.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-27,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,32000.0,3230542.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-27,IMPS/P2P/59770929/LATHA MURTHY/7718422395,850.0,3231392.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-27,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,18500.0,3249892.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-27,NEFT/932347881375/PRIYA NAIR/KKBK0045457/18951489866087,18500.0,3260592.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-28,NEFT/54086110/SHEELA DEVI/KKBK0045457/67875436142750,0.0,3259043.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-28,UPI/DR/11274821/IMRAN KHAN/KKBK0045457/imran522@paytm,0.0,3257194.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-28,CHQ NO 369984 CLEARING,0.0,3255196.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-28,IMPS/P2P/8507657322/MOHAMMED IRFAN/7884017045,500.0,3255696.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-29,IMPS/P2P/3378867724/SURESH BABU/9550431999,4800.0,3260496.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-29,UPI/DR/2199659290/PREETHI IYER/KKBK0045457/preethi745@ybl,0.0,3252647.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-29,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,4800.0,3256748.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-30,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,4800.0,3261548.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-30,IMPS/P2P/60585689/PRIYA NAIR/7972194033,850.0,3262398.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-31,CHQ NO 748175 CLEARING,0.0,3261968.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-31,ATM/WDL/333020868165/SBI ATM JAYANAGAR BLR,0.0,3260669.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-31,CHQ NO 047356 CLEARING,0.0,3260300.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-31,IMPS/P2P/2504795298/NILESH KULKARNI/9647750236,4800.0,3265100.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-31,CHQ NO 625077 CLEARING,0.0,3261601.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-01-31,IMPS/P2P/604018758402/SHAHID KHAN/8225546506,4800.0,3266401.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-01-31,NEFT/416713991096/TANVI RAO/KKBK0045457/75099966891171,0.0,3265702.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-01,UPI/DR/440438546878/SUSHMA RAO/KKBK0045457/sushma282@ybl,0.0,3265604.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-01,IMPS/P2P/9365588005/KAVITHA RAO/8163572869,11200.0,3276804.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-02-01,ATM/WDL/62177677/SBI ATM JAYANAGAR BLR,0.0,3276725.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-02,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,24000.0,3300476.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-02,IMPS/P2P/89872985/KIRAN REDDY/7664519466,1200.0,3301676.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-02-02,UPI/DR/22714577/CHANDAN SHARMA/KKBK0045457/chandan833@paytm,0.0,3300977.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-02,NEFT/89198328/ARCHANA PILLAI/KKBK0045457/32049572178696,1200.0,3302177.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-02-02,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,4800.0,3306977.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-02,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,2500.0,3309477.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-02-02,UPI/DR/72255604/NAVEEN KUMAR/KKBK0045457/naveen609@paytm,0.0,3301677.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-02,CHQ NO 514891 CLEARING,0.0,3300629.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-02,UPI/CR/437669615600/DIVYA MENON/KKBK0045457/divya134@okhdfc,850.0,3301169.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-03,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,4800.0,3305890.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-03,NEFT/50108765/RAMESH GOWDA/KKBK0045457/86413903989767,0.0,3300711.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-03,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,4800.0,3305511.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-02-03,NEFT/822636708519/ANAND KUMAR/KKBK0045457/48062179100987,0.0,3305462.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-04,UPI/DR/54330251/MOHAMMED IRFAN/KKBK0045457/mohammed47@okhdfc,0.0,3298464.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-04,UPI/DR/769428845871/SUNITA DEVI/KKBK0045457/sunita22@paytm,0.0,3292815.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-04,NEFT/52640793/GOPAL VERMA/KKBK0045457/45216449202927,1200.0,3294015.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-02-04,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,4800.0,3298815.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-05,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,32000.0,3329135.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-07,IMPS/P2P/065580355595/GEETA DEVI/9843952560,500.0,3329586.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-07,ATM/WDL/4421405218/HDFC ATM KORAMANGALA,0.0,3329088.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-07,NEFT/05007942/GANESH KUMAR/KKBK0045457/24077611684580,500.0,3329588.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-02-07,UPI/DR/15462023/USHA RANI/KKBK0045457/usha768@okhdfc,0.0,3329278.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-07,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,24000.0,3352428.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-08,UPI/DR/7743619644/GOPAL VERMA/KKBK0045457/gopal127@ybl,0.0,3348680.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-08,UPI/DR/98163733/ANITHA KRISHNAN/KKBK0045457/anitha785@okhdfc,0.0,3343501.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-08,ATM/WDL/827214232882/HDFC ATM KORAMANGALA,0.0,3340822.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-08,UPI/CR/9940434822/GANESH KUMAR/KKBK0045457/ganesh893@okaxis,500.0,3341322.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-02-08,ATM/WDL/243107684675/HDFC ATM KORAMANGALA,0.0,3341012.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-09,UPI/CR/21125717/KIRAN REDDY/KKBK0045457/kiran904@paytm,7600.0,3348612.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-02-09,UPI/CR/192427024097/RANJIT SINGH/KKBK0045457/ranjit543@okhdfc,32000.0,3380612.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-09,UPI/DR/529981833081/BABU LAL/KKBK0045457/babu491@oksbi,0.0,3372563.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-09,NEFT/4608566607/RESHMA KHAN/KKBK0045457/95035671305002,0.0,3372265.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-10,UPI/CR/72127471/DEEPAK JOSHI/KKBK0045457/deepak653@ybl,500.0,3371766.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-10,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,18500.0,3390266.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-02-10,UPI/CR/10201331/SAVITHA DEVI/KKBK0045457/savitha560@ybl,4800.0,3395066.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-10,IMPS/P2P/8447460004/MEENA IYER/9282656970,32000.0,3427066.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-02-10,NEFT/74826755/KIRAN REDDY/KKBK0045457/11586519151283,850.0,3427916.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-10,UPI/CR/311745734470/AYESHA KHAN/KKBK0045457/ayesha26@paytm,2500.0,3430106.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-11,ATM/WDL/68692908/HDFC ATM KORAMANGALA,0.0,3426297.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-11,UPI/DR/10137626/VENKAT RAO/KKBK0045457/venkat278@okaxis,0.0,3419417.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-12,NEFT/264472395163/SURESH BABU/KKBK0045457/84564367629629,1200.0,3420617.51,0.0,ACC063,Kotak Mahindra Bank,both_debit_credit_filled
2023-02-12,UPI/CR/2298059830/RAMESH GOWDA/KKBK0045457/ramesh126@paytm,32000.0,3452617.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-13,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,2500.0,3455068.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-14,UPI/DR/65305765/SMITHA PILLAI/KKBK0045457/smitha18@okaxis,0.0,3454509.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-14,UPI/DR/2735694783/PADMA RAO/KKBK0045457/padma101@ybl,0.0,3452519.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-14,UPI/DR/1478619275/KARTHIK MENON/KKBK0045457/karthik858@paytm,0.0,3449289.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
2023-02-15,ATM/WDL/8153216303/HDFC ATM KORAMANGALA,0.0,3441040.51,0.0,ACC063,Kotak Mahindra Bank,balance_mismatch
