account_number,account_holder,ifsc_code,Date,Narration,Debit,Credit,Balance,Bank_Name,txn_id,duplicate_of,is_reversed
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-20,ATM/WDL/3679625460/CANARA ATM MYSURU,3499.0,0.0,4630381.98,State Bank of India,00000051399615291_001607,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-21,CHQ NO 467622 CLEARING,310.0,0.0,4630071.98,State Bank of India,00000051399615291_001608,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-21,NEFT/43275129/LAKSHMI VENKAT/SBIN0393634/05989973941446,0.0,24000.0,4654071.98,State Bank of India,00000051399615291_001609,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-21,ATM/WDL/67404058/HDFC ATM KORAMANGALA,249.0,0.0,4653822.98,State Bank of India,00000051399615291_001610,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-21,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,500.0,4654322.98,State Bank of India,00000051399615291_001611,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-22,UPI/DR/2994350267/SURESH BABU/SBIN0393634/suresh726@okhdfc,120.0,0.0,4654202.98,State Bank of India,00000051399615291_001612,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-22,NEFT/1991934777/FARHAN KHAN/SBIN0393634/82582191158023,49.0,0.0,4654153.98,State Bank of India,00000051399615291_001613,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-22,NEFT/2460743283/GANESH KUMAR/SBIN0393634/41695504353913,0.0,7600.0,4661753.98,State Bank of India,00000051399615291_001614,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-22,NEFT/55165727/VINAY PATIL/SBIN0393634/89478289885956,0.0,32000.0,4693753.98,State Bank of India,00000051399615291_001615,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-22,UPI/DR/30232003/MOHAN DAS/SBIN0393634/mohan613@ybl,310.0,0.0,4693443.98,State Bank of India,00000051399615291_001616,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-22,NEFT/9621445014/VIKRAM NAIR/SBIN0393634/45170695516172,0.0,18500.0,4711943.98,State Bank of India,00000051399615291_001617,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-22,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,2500.0,4714443.98,State Bank of India,00000051399615291_001618,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-22,ATM/WDL/095076907570/HDFC ATM KORAMANGALA,5200.0,0.0,4709243.98,State Bank of India,00000051399615291_001619,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-22,CHQ NO 246820 CLEARING,7800.0,0.0,4701443.98,State Bank of India,00000051399615291_001620,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-23,UPI/DR/83231058/CHANDAN SHARMA/SBIN0393634/chandan104@oksbi,79.0,0.0,4701364.98,State Bank of India,00000051399615291_001621,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-23,NEFT/99505371/SANTOSH KUMAR/SBIN0393634/66528092375967,0.0,1200.0,4702564.98,State Bank of India,00000051399615291_001622,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-23,NEFT/0423240099/BABU LAL/SBIN0393634/62017039152788,49.0,0.0,4702515.98,State Bank of India,00000051399615291_001623,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-23,UPI/CR/29826254/ARJUN MEHTA/SBIN0393634/arjun946@okaxis,0.0,2500.0,4705015.98,State Bank of India,00000051399615291_001624,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-23,IMPS/P2P/310546631366/LAKSHMI VENKAT/8344689376,0.0,500.0,4705515.98,State Bank of India,00000051399615291_001625,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-23,UPI/DR/8440520226/KIRAN REDDY/SBIN0393634/kiran383@okaxis,1250.0,0.0,4704265.98,State Bank of India,00000051399615291_001626,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-24,UPI/DR/956997481030/DEEPAK JOSHI/SBIN0393634/deepak279@ybl,249.0,0.0,4704016.98,State Bank of India,00000051399615291_001627,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-24,UPI/DR/0270916454/AYESHA KHAN/SBIN0393634/ayesha709@paytm,49.0,0.0,4703967.98,State Bank of India,00000051399615291_001628,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-24,UPI/DR/25369552/FATIMA SHEIKH/SBIN0393634/fatima46@oksbi,999.0,0.0,4702968.98,State Bank of India,00000051399615291_001629,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-24,NEFT/292300002799/SUSHMA RAO/SBIN0393634/37435436015610,1680.0,0.0,4701288.98,State Bank of India,00000051399615291_001630,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-25,UPI/DR/682344722718/RESHMA KHAN/SBIN0393634/reshma169@paytm,999.0,0.0,4700289.98,State Bank of India,00000051399615291_001631,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-25,ATM/WDL/91706044/SBI ATM JAYANAGAR BLR,850.0,0.0,4699439.98,State Bank of India,00000051399615291_001632,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-25,IMPS/P2P/811913743424/MOHAMMED IRFAN/7549154544,0.0,24000.0,4723439.98,State Bank of India,00000051399615291_001633,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-25,UPI/DR/317655843342/SURESH BABU/SBIN0393634/suresh533@okaxis,79.0,0.0,4723360.98,State Bank of India,00000051399615291_001634,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-25,UPI/CR/6273261073/SUSHMA RAO/SBIN0393634/sushma742@okhdfc,0.0,7600.0,4730960.98,State Bank of India,00000051399615291_001635,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-26,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,1200.0,4732160.98,State Bank of India,00000051399615291_001636,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-26,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,24000.0,4756160.98,State Bank of India,00000051399615291_001637,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-26,NEFT/0355850320/VINAY PATIL/SBIN0393634/36644336815121,0.0,32000.0,4788160.98,State Bank of India,00000051399615291_001638,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-27,UPI/DR/42665094/RAJENDRA PRASAD/SBIN0393634/rajendra552@okaxis,79.0,0.0,4788081.98,State Bank of India,00000051399615291_001639,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-27,UPI/CR/98691820/HARISH MENON/SBIN0393634/harish309@ybl,0.0,4800.0,4792881.98,State Bank of India,00000051399615291_001640,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-28,NEFT/990420504904/NAVEEN KUMAR/SBIN0393634/75527596046027,999.0,0.0,4791882.98,State Bank of India,00000051399615291_001641,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-28,UPI/DR/5036955935/SAVITHA DEVI/SBIN0393634/savitha392@okaxis,249.0,0.0,4791633.98,State Bank of India,00000051399615291_001642,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-28,NEFT/9796606815/ARCHANA PILLAI/SBIN0393634/42374382814223,0.0,18500.0,4810133.98,State Bank of India,00000051399615291_001643,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-28,NEFT/841480266142/ARCHANA PILLAI/SBIN0393634/41610804574338,0.0,850.0,4810983.98,State Bank of India,00000051399615291_001644,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-28,ATM/WDL/6015239258/HDFC ATM KORAMANGALA,5200.0,0.0,4805783.98,State Bank of India,00000051399615291_001645,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-29,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,32000.0,4837783.98,State Bank of India,00000051399615291_001646,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-29,CHQ NO 933610 CLEARING,5200.0,0.0,4832583.98,State Bank of India,00000051399615291_001647,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-29,UPI/DR/03376976/RAJESH VERMA/SBIN0393634/rajesh818@okhdfc,699.0,0.0,4831884.98,State Bank of India,00000051399615291_001648,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-29,UPI/DR/8094554055/CHANDAN SHARMA/SBIN0393634/chandan759@okaxis,699.0,0.0,4831185.98,State Bank of India,00000051399615291_001649,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-29,UPI/DR/1577765599/SANTOSH KUMAR/SBIN0393634/santosh584@okaxis,7800.0,0.0,4823385.98,State Bank of India,00000051399615291_001650,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-30,ATM/WDL/8820258305/CANARA ATM MYSURU,449.0,0.0,4822936.98,State Bank of India,00000051399615291_001651,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-30,CHQ NO 537371 CLEARING,120.0,0.0,4822816.98,State Bank of India,00000051399615291_001652,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-30,CHQ NO 768976 CLEARING,3499.0,0.0,4819317.98,State Bank of India,00000051399615291_001653,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-09-30,UPI/CR/09634310/SMITHA PILLAI/SBIN0393634/smitha678@ybl,0.0,24000.0,4843317.98,State Bank of India,00000051399615291_001654,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-01,NEFT/33759523/DEEPA NAIR/SBIN0393634/33280950507725,249.0,0.0,4843068.98,State Bank of India,00000051399615291_001655,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-02,UPI/DR/580302202135/KAVYA REDDY/SBIN0393634/kavya130@ybl,249.0,0.0,4842819.98,State Bank of India,00000051399615291_001656,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-02,UPI/DR/039491449748/REKHA PILLAI/SBIN0393634/rekha695@paytm,1680.0,0.0,4841139.98,State Bank of India,00000051399615291_001657,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-02,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,1200.0,4842339.98,State Bank of India,00000051399615291_001658,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-02,NEFT/4210480232/SUNIL YADAV/SBIN0393634/63467289026203,0.0,32000.0,4874339.98,State Bank of India,00000051399615291_001659,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-03,CHQ NO 296360 CLEARING,249.0,0.0,4874090.98,State Bank of India,00000051399615291_001660,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-03,IMPS/P2P/14393738/KIRAN REDDY/8485829488,0.0,500.0,4874590.98,State Bank of India,00000051399615291_001661,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-03,NEFT/1598250489/MEENA IYER/SBIN0393634/47229873128014,0.0,18500.0,4893090.98,State Bank of India,00000051399615291_001662,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-03,CHQ NO 794792 CLEARING,79.0,0.0,4893011.98,State Bank of India,00000051399615291_001663,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-03,ATM/WDL/7400045767/HDFC ATM KORAMANGALA,7800.0,0.0,4885211.98,State Bank of India,00000051399615291_001664,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-04,ATM/WDL/312314253773/CANARA ATM MYSURU,2380.0,0.0,4882831.98,State Bank of India,00000051399615291_001665,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-04,CHQ NO 495086 CLEARING,2380.0,0.0,4880451.98,State Bank of India,00000051399615291_001666,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-04,UPI/CR/4061562789/ARCHANA PILLAI/SBIN0393634/archana602@okaxis,0.0,850.0,4881301.98,State Bank of India,00000051399615291_001667,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-05,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,850.0,4882151.98,State Bank of India,00000051399615291_001668,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-05,UPI/DR/254692377374/RAMESH PILLAI/SBIN0393634/ramesh338@okaxis,449.0,0.0,4881702.98,State Bank of India,00000051399615291_001669,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-05,UPI/DR/485711784682/RAHUL SINGH/SBIN0393634/rahul52@paytm,1680.0,0.0,4880022.98,State Bank of India,00000051399615291_001670,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-05,NEFT/2857980859/KAVERI MENON/SBIN0393634/99732564099988,0.0,2500.0,4882522.98,State Bank of India,00000051399615291_001671,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-06,UPI/DR/56843920/RESHMA KHAN/SBIN0393634/reshma133@okhdfc,1250.0,0.0,4881272.98,State Bank of India,00000051399615291_001672,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-06,UPI/DR/37482093/PRAKASH RAO/SBIN0393634/prakash107@okaxis,2380.0,0.0,4878892.98,State Bank of India,00000051399615291_001673,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-06,UPI/DR/12302152/NILESH KULKARNI/SBIN0393634/nilesh884@ybl,310.0,0.0,4878582.98,State Bank of India,00000051399615291_001674,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-06,NEFT/1402534554/MALLIKA DAS/SBIN0393634/43198105543768,999.0,0.0,4877583.98,State Bank of India,00000051399615291_001675,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-06,UPI/DR/6385728802/SURESH NAIR/SBIN0393634/suresh241@paytm,699.0,0.0,4876884.98,State Bank of India,00000051399615291_001676,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-06,UPI/DR/471240060392/SAVITHA DEVI/SBIN0393634/savitha131@okhdfc,310.0,0.0,4876574.98,State Bank of India,00000051399615291_001677,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-06,NEFT/126809929049/ADITYA KUMAR/SBIN0393634/86088975799432,2380.0,0.0,4874194.98,State Bank of India,00000051399615291_001678,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-07,UPI/DR/967783744168/HARISH MENON/SBIN0393634/harish615@paytm,5200.0,0.0,4868994.98,State Bank of India,00000051399615291_001679,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-07,UPI/CR/04231888/MEERA PILLAI/SBIN0393634/meera937@ybl,0.0,11200.0,4880194.98,State Bank of India,00000051399615291_001680,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-07,CHQ NO 434385 CLEARING,3499.0,0.0,4876695.98,State Bank of India,00000051399615291_001681,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-08,CHQ NO 348275 CLEARING,850.0,0.0,4875845.98,State Bank of India,00000051399615291_001682,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-08,UPI/DR/7406500052/MOHAMMED IRFAN/SBIN0393634/mohammed628@paytm,699.0,0.0,4875146.98,State Bank of India,00000051399615291_001683,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-08,UPI/DR/864848389874/NIKHIL GUPTA/SBIN0393634/nikhil731@ybl,699.0,0.0,4874447.98,State Bank of India,00000051399615291_001684,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-08,NEFT/62766348/RANJIT SINGH/SBIN0393634/11473530398231,7800.0,0.0,4866647.98,State Bank of India,00000051399615291_001685,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-08,CHQ NO 192540 CLEARING,120.0,0.0,4866527.98,State Bank of India,00000051399615291_001686,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-09,NEFT/3712006023/MOHAMMED IRFAN/SBIN0393634/84407097311764,0.0,24000.0,4890527.98,State Bank of India,00000051399615291_001687,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-09,ATM/WDL/07308930/HDFC ATM KORAMANGALA,2380.0,0.0,4888147.98,State Bank of India,00000051399615291_001688,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-10,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,24000.0,4912147.98,State Bank of India,00000051399615291_001689,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-10,NEFT/3988257881/PRAKASH RAO/SBIN0393634/16824530879782,699.0,0.0,4911448.98,State Bank of India,00000051399615291_001690,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-10,ATM/WDL/5524617585/HDFC ATM KORAMANGALA,49.0,0.0,4911399.98,State Bank of India,00000051399615291_001691,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-10,UPI/CR/436294191658/SMITHA PILLAI/SBIN0393634/smitha194@oksbi,0.0,4800.0,4916199.98,State Bank of India,00000051399615291_001692,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-10,UPI/DR/9623843073/NIKHIL GUPTA/SBIN0393634/nikhil30@ybl,120.0,0.0,4916079.98,State Bank of India,00000051399615291_001693,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-10,ATM/WDL/14197503/HDFC ATM KORAMANGALA,3499.0,0.0,4912580.98,State Bank of India,00000051399615291_001694,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-11,ATM/WDL/89074565/CANARA ATM MYSURU,120.0,0.0,4912460.98,State Bank of India,00000051399615291_001695,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-11,UPI/DR/497141874589/BINDHU NAIR/SBIN0393634/bindhu864@paytm,449.0,0.0,4912011.98,State Bank of India,00000051399615291_001696,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-11,UPI/DR/99327326/FARHAN KHAN/SBIN0393634/farhan322@okaxis,7800.0,0.0,4904211.98,State Bank of India,00000051399615291_001697,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-11,ATM/WDL/610935708377/CANARA ATM MYSURU,699.0,0.0,4903512.98,State Bank of India,00000051399615291_001698,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-12,UPI/CR/998040474834/SUNITA DEVI/SBIN0393634/sunita896@okaxis,0.0,24000.0,4927512.98,State Bank of India,00000051399615291_001699,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-12,CHQ NO 139741 CLEARING,850.0,0.0,4926662.98,State Bank of India,00000051399615291_001700,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-12,UPI/DR/39197807/RESHMA KHAN/SBIN0393634/reshma641@paytm,120.0,0.0,4926542.98,State Bank of India,00000051399615291_001701,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-12,UPI/CR/2008789832/SURESH BABU/SBIN0393634/suresh422@paytm,0.0,2500.0,4929042.98,State Bank of India,00000051399615291_001702,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-12,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,850.0,4929892.98,State Bank of India,00000051399615291_001703,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-12,UPI/DR/9922087598/ANITHA KRISHNAN/SBIN0393634/anitha212@paytm,249.0,0.0,4929643.98,State Bank of India,00000051399615291_001704,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-13,ATM/WDL/73785895/CANARA ATM MYSURU,5200.0,0.0,4924443.98,State Bank of India,00000051399615291_001705,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-13,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,850.0,4925293.98,State Bank of India,00000051399615291_001706,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-13,CASH DEPOSIT/BRANCH COUNTER/PUNE CAMP,0.0,850.0,4926143.98,State Bank of India,00000051399615291_001707,00000051399615291_001706,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-13,CHQ NO 441577 CLEARING,120.0,0.0,4926023.98,State Bank of India,00000051399615291_001708,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-13,ATM/WDL/600423761331/CANARA ATM MYSURU,1250.0,0.0,4924773.98,State Bank of India,00000051399615291_001709,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-13,IMPS/P2P/192901023277/TANVI RAO/7113223725,0.0,18500.0,4943273.98,State Bank of India,00000051399615291_001710,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-14,CHQ NO 668412 CLEARING,999.0,0.0,4942274.98,State Bank of India,00000051399615291_001711,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-15,ATM/WDL/575087324088/SBI ATM JAYANAGAR BLR,999.0,0.0,4941275.98,State Bank of India,00000051399615291_001712,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-15,UPI/DR/9756467206/AYESHA KHAN/SBIN0393634/ayesha575@okaxis,5200.0,0.0,4936075.98,State Bank of India,00000051399615291_001713,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-15,UPI/DR/379843990550/FARHAN KHAN/SBIN0393634/farhan107@okaxis,7800.0,0.0,4928275.98,State Bank of India,00000051399615291_001714,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-16,UPI/DR/193160766684/IMRAN KHAN/SBIN0393634/imran590@paytm,1680.0,0.0,4926595.98,State Bank of India,00000051399615291_001715,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-16,UPI/DR/702711706381/ANITHA KRISHNAN/SBIN0393634/anitha973@okhdfc,699.0,0.0,4925896.98,State Bank of India,00000051399615291_001716,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-17,UPI/DR/488824865829/VIKRAM NAIR/SBIN0393634/vikram573@oksbi,999.0,0.0,4924897.98,State Bank of India,00000051399615291_001717,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-17,CHQ NO 949946 CLEARING,49.0,0.0,4924848.98,State Bank of India,00000051399615291_001718,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-17,UPI/DR/55863346/SMITHA PILLAI/SBIN0393634/smitha934@oksbi,120.0,0.0,4924728.98,State Bank of India,00000051399615291_001719,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-17,NEFT/94034737/PRAKASH RAO/SBIN0393634/17144649058670,699.0,0.0,4924029.98,State Bank of India,00000051399615291_001720,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-17,NEFT/91263127/SUNIL YADAV/SBIN0393634/68525373917014,0.0,500.0,4924529.98,State Bank of India,00000051399615291_001721,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-18,NEFT/69137294/SURESH BABU/SBIN0393634/74727658847469,699.0,0.0,4923830.98,State Bank of India,00000051399615291_001722,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-18,UPI/DR/31841988/SAVITHA DEVI/SBIN0393634/savitha542@paytm,249.0,0.0,4923581.98,State Bank of India,00000051399615291_001723,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-18,IMPS/P2P/8837230972/KAVYA REDDY/8949314388,0.0,850.0,4924431.98,State Bank of India,00000051399615291_001724,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-18,UPI/DR/83616349/HARISH MENON/SBIN0393634/harish221@ybl,7800.0,0.0,4916631.98,State Bank of India,00000051399615291_001725,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-18,UPI/DR/17481014/ARCHANA PILLAI/SBIN0393634/archana430@ybl,3499.0,0.0,4913132.98,State Bank of India,00000051399615291_001726,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-19,ATM/WDL/3385949189/HDFC ATM KORAMANGALA,120.0,0.0,4913012.98,State Bank of India,00000051399615291_001727,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-19,UPI/DR/804314418770/BABU LAL/SBIN0393634/babu910@paytm,850.0,0.0,4912162.98,State Bank of India,00000051399615291_001728,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-19,UPI/DR/875993672319/SAVITHA DEVI/SBIN0393634/savitha363@ybl,49.0,0.0,4912113.98,State Bank of India,00000051399615291_001729,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-19,UPI/CR/3072778427/NILESH KULKARNI/SBIN0393634/nilesh593@paytm,0.0,1200.0,4913313.98,State Bank of India,00000051399615291_001730,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-20,UPI/CR/539748989715/MOHAN DAS/SBIN0393634/mohan21@okhdfc,0.0,7600.0,4920913.98,State Bank of India,00000051399615291_001731,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-20,UPI/DR/735131719039/TANVI RAO/SBIN0393634/tanvi318@okhdfc,120.0,0.0,4920793.98,State Bank of India,00000051399615291_001732,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-20,UPI/DR/179353161300/ARCHANA PILLAI/SBIN0393634/archana809@oksbi,1680.0,0.0,4919113.98,State Bank of India,00000051399615291_001733,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-21,NEFT/112651043032/PREETHI IYER/SBIN0393634/44463865578965,0.0,7600.0,4926713.98,State Bank of India,00000051399615291_001734,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-21,UPI/DR/38463935/GOPAL VERMA/SBIN0393634/gopal526@okaxis,120.0,0.0,4926593.98,State Bank of India,00000051399615291_001735,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-21,NEFT/845133532006/REKHA PILLAI/SBIN0393634/48301297995425,449.0,0.0,4926144.98,State Bank of India,00000051399615291_001736,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-21,UPI/DR/5453018927/SMITHA PILLAI/SBIN0393634/smitha273@ybl,120.0,0.0,4926024.98,State Bank of India,00000051399615291_001737,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-22,NEFT/34055662/SMITHA PILLAI/SBIN0393634/80204226119439,310.0,0.0,4925714.98,State Bank of India,00000051399615291_001738,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-22,ATM/WDL/965522293409/CANARA ATM MYSURU,699.0,0.0,4925015.98,State Bank of India,00000051399615291_001739,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-22,CHQ NO 640109 CLEARING,120.0,0.0,4924895.98,State Bank of India,00000051399615291_001740,,False
00000051399615291,Ravi Kumar Sharma,SBIN0393634,2023-10-22,UPI/DR/65568351/KIRAN REDDY/SBIN0393634/kiran181@ybl,7800.0,0.0,4917095.98,State Bank of India,00000051399615291_001741,,False
